 "GAGE No.    5:  K,I,J Coord. =     2,   50,   72;  STREAM SEGMENT =    17;  REACH =     6 "
     "DATA: Time           Stage           Depth         GW-Head    Midpt-Flow       Stream-Loss        GW-Rech.  Chnge-UZ-Stor.   Vol.-UZ-Stor."
     1.0000000E+00   1.9750015E+03   1.4535576E-03   1.9750474E+03   3.1025648E+01  -6.2051296E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.0000000E+00   1.9750015E+03   1.4535505E-03   1.9750474E+03   3.1025618E+01  -6.2051235E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.0000000E+00   1.9750015E+03   1.4535512E-03   1.9750474E+03   3.1025639E+01  -6.2051277E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.0000000E+00   1.9750015E+03   1.4535517E-03   1.9750474E+03   3.1025654E+01  -6.2051308E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     5.0000000E+00   1.9750015E+03   1.4535520E-03   1.9750474E+03   3.1025669E+01  -6.2051338E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     6.0000000E+00   1.9750015E+03   1.4535525E-03   1.9750474E+03   3.1025684E+01  -6.2051369E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     7.0000000E+00   1.9750015E+03   1.4535530E-03   1.9750474E+03   3.1025703E+01  -6.2051407E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     8.0000000E+00   1.9750015E+03   1.4535534E-03   1.9750474E+03   3.1025719E+01  -6.2051437E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     9.0000000E+00   1.9750015E+03   1.4535538E-03   1.9750474E+03   3.1025732E+01  -6.2051464E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.0000000E+01   1.9750015E+03   1.4535543E-03   1.9750474E+03   3.1025749E+01  -6.2051498E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.1000000E+01   1.9750015E+03   1.4535546E-03   1.9750474E+03   3.1025763E+01  -6.2051525E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.2000000E+01   1.9750015E+03   1.4535551E-03   1.9750474E+03   3.1025778E+01  -6.2051556E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.3000000E+01   1.9750015E+03   1.4535555E-03   1.9750474E+03   3.1025793E+01  -6.2051586E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.4000000E+01   1.9750015E+03   1.4535559E-03   1.9750474E+03   3.1025808E+01  -6.2051617E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.5000000E+01   1.9750015E+03   1.4535564E-03   1.9750474E+03   3.1025822E+01  -6.2051643E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.6000000E+01   1.9750015E+03   1.4535568E-03   1.9750474E+03   3.1025839E+01  -6.2051678E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.7000000E+01   1.9750015E+03   1.4535573E-03   1.9750474E+03   3.1025854E+01  -6.2051708E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.8000000E+01   1.9750015E+03   1.4535578E-03   1.9750474E+03   3.1025869E+01  -6.2051739E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.9000000E+01   1.9750015E+03   1.4535581E-03   1.9750474E+03   3.1025885E+01  -6.2051769E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.0000000E+01   1.9750015E+03   1.4535586E-03   1.9750474E+03   3.1025900E+01  -6.2051800E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.1000000E+01   1.9750015E+03   1.4535589E-03   1.9750474E+03   3.1025915E+01  -6.2051830E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.2000000E+01   1.9750015E+03   1.4535594E-03   1.9750474E+03   3.1025930E+01  -6.2051861E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.3000000E+01   1.9750015E+03   1.4535598E-03   1.9750474E+03   3.1025946E+01  -6.2051891E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.4000000E+01   1.9750015E+03   1.4535602E-03   1.9750474E+03   3.1025959E+01  -6.2051918E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.5000000E+01   1.9750015E+03   1.4535607E-03   1.9750474E+03   3.1025976E+01  -6.2051952E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.6000000E+01   1.9750015E+03   1.4535611E-03   1.9750474E+03   3.1025990E+01  -6.2051979E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.7000000E+01   1.9750015E+03   1.4535616E-03   1.9750474E+03   3.1026009E+01  -6.2052017E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.8000000E+01   1.9750015E+03   1.4535621E-03   1.9750474E+03   3.1026024E+01  -6.2052048E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.9000000E+01   1.9750015E+03   1.4535625E-03   1.9750474E+03   3.1026039E+01  -6.2052078E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.0000000E+01   1.9750015E+03   1.4535629E-03   1.9750474E+03   3.1026054E+01  -6.2052109E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.1000000E+01   1.9750015E+03   1.4535638E-03   1.9750474E+03   3.1026083E+01  -6.2052166E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.2000000E+01   1.9750015E+03   1.4535643E-03   1.9750474E+03   3.1026102E+01  -6.2052204E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.3000000E+01   1.9750015E+03   1.4535647E-03   1.9750474E+03   3.1026117E+01  -6.2052235E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.4000000E+01   1.9750015E+03   1.4535652E-03   1.9750474E+03   3.1026133E+01  -6.2052265E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.5000000E+01   1.9750015E+03   1.4535656E-03   1.9750474E+03   3.1026148E+01  -6.2052296E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.6000000E+01   1.9750015E+03   1.4535660E-03   1.9750474E+03   3.1026165E+01  -6.2052330E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.7000000E+01   1.9750015E+03   1.4535665E-03   1.9750474E+03   3.1026180E+01  -6.2052361E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.8000000E+01   1.9750015E+03   1.4535669E-03   1.9750474E+03   3.1026196E+01  -6.2052391E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.9000000E+01   1.9750015E+03   1.4535673E-03   1.9750474E+03   3.1026211E+01  -6.2052422E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.0000000E+01   1.9750015E+03   1.4535678E-03   1.9750474E+03   3.1026226E+01  -6.2052452E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.1000000E+01   1.9750015E+03   1.4535682E-03   1.9750474E+03   3.1026241E+01  -6.2052483E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.2000000E+01   1.9750015E+03   1.4535687E-03   1.9750474E+03   3.1026258E+01  -6.2052517E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.3000000E+01   1.9750015E+03   1.4535690E-03   1.9750474E+03   3.1026274E+01  -6.2052547E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.4000000E+01   1.9750015E+03   1.4535696E-03   1.9750474E+03   3.1026291E+01  -6.2052582E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.5000000E+01   1.9750015E+03   1.4535701E-03   1.9750474E+03   3.1026306E+01  -6.2052612E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.6000000E+01   1.9750015E+03   1.4535704E-03   1.9750474E+03   3.1026321E+01  -6.2052643E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.7000000E+01   1.9750015E+03   1.4535709E-03   1.9750474E+03   3.1026337E+01  -6.2052673E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.8000000E+01   1.9750015E+03   1.4535713E-03   1.9750474E+03   3.1026352E+01  -6.2052704E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.9000000E+01   1.9750015E+03   1.4535717E-03   1.9750474E+03   3.1026367E+01  -6.2052734E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     5.0000000E+01   1.9750015E+03   1.4535722E-03   1.9750474E+03   3.1026381E+01  -6.2052761E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
     5.1000000E+01   1.9750015E+03   1.4535725E-03   1.9750474E+03   3.1026396E+01  -6.2052792E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00
