Date,basin_potet,basin_swrad,basin_recharge,basin_cfs,basin_ssflow,basin_sroff
1980-10-20, 7.714E-03, 1.061E+02, 1.540E-03, 0.000E+00, 1.468E-03, 0.000E+00
1980-10-21, 6.928E-03, 1.050E+02, 1.681E-03, 0.000E+00, 1.497E-03, 0.000E+00
1980-10-22, 6.854E-03, 1.038E+02, 1.832E-03, 0.000E+00, 1.528E-03, 0.000E+00
1980-10-23, 7.295E-03, 1.027E+02, 2.491E-03, 0.000E+00, 1.563E-03, 0.000E+00
1980-10-24, 7.046E-03, 1.016E+02, 4.295E-03, 0.000E+00, 1.600E-03, 0.000E+00
1980-10-25, 6.129E-03, 1.005E+02, 8.860E-03, 0.000E+00, 4.054E-03, 2.228E-03
1980-10-26, 3.418E-03, 9.935E+01, 1.544E-02, 0.000E+00, 3.891E-03, 5.493E-02
1980-10-27, 4.686E-03, 9.825E+01, 2.619E-02, 0.000E+00, 4.290E-03, 1.311E-01
1980-10-28, 4.311E-03, 9.717E+01, 4.140E-02, 0.000E+00, 1.449E-02, 2.853E-01
1980-10-29, 5.705E-03, 9.609E+01, 6.265E-02, 0.000E+00, 1.932E-02, 4.933E-01
1980-10-30, 5.643E-03, 9.503E+01, 9.210E-02, 0.000E+00, 2.232E-02, 7.478E-01
1980-10-31, 7.786E-03, 9.398E+01, 1.338E-01, 0.000E+00, 3.820E-02, 1.065E+00
1980-11-01, 7.024E-03, 9.294E+01, 1.852E-01, 0.000E+00, 6.328E-02, 1.538E+00
1980-11-02, 6.023E-03, 9.191E+01, 2.261E-01, 0.000E+00, 1.274E-01, 2.424E+00
1980-11-03, 7.329E-03, 9.090E+01, 2.551E-01, 0.000E+00, 1.540E-01, 3.275E+00
1980-11-04, 7.401E-03, 8.990E+01, 2.764E-01, 0.000E+00, 1.730E-01, 4.033E+00
1980-11-05, 7.171E-03, 8.892E+01, 2.937E-01, 0.000E+00, 1.987E-01, 4.643E+00
1980-11-06, 6.207E-03, 8.794E+01, 3.074E-01, 0.000E+00, 2.096E-01, 5.195E+00
1980-11-07, 5.849E-03, 8.699E+01, 3.194E-01, 0.000E+00, 2.140E-01, 5.694E+00
1980-11-08, 6.507E-03, 8.604E+01, 3.300E-01, 0.000E+00, 2.258E-01, 6.109E+00
1980-11-09, 6.010E-03, 8.512E+01, 3.376E-01, 0.000E+00, 2.305E-01, 6.351E+00
1980-11-10, 4.679E-03, 8.421E+01, 3.458E-01, 0.000E+00, 2.421E-01, 6.570E+00
1980-11-11, 4.630E-03, 8.331E+01, 3.557E-01, 0.000E+00, 2.617E-01, 6.928E+00
1980-11-12, 2.255E-03, 8.244E+01, 3.646E-01, 0.000E+00, 2.686E-01, 6.965E+00
1980-11-13, 1.021E-03, 8.158E+01, 3.742E-01, 0.000E+00, 2.835E-01, 7.095E+00
1980-11-14, 1.676E-03, 8.073E+01, 3.844E-01, 0.000E+00, 2.984E-01, 7.251E+00
1980-11-15, 2.716E-03, 7.991E+01, 3.950E-01, 0.000E+00, 3.163E-01, 7.403E+00
1980-11-16, 7.316E-04, 7.910E+01, 4.063E-01, 0.000E+00, 3.312E-01, 7.578E+00
1980-11-17, 1.627E-03, 7.831E+01, 4.172E-01, 0.000E+00, 3.399E-01, 7.771E+00
1980-11-18, 2.509E-03, 7.754E+01, 4.285E-01, 0.000E+00, 3.567E-01, 7.965E+00
1980-11-19, 2.231E-03, 7.679E+01, 4.389E-01, 0.000E+00, 3.670E-01, 8.164E+00
1980-11-20, 2.336E-03, 7.606E+01, 4.479E-01, 0.000E+00, 3.787E-01, 8.335E+00
1980-11-21, 2.564E-03, 7.535E+01, 4.566E-01, 0.000E+00, 3.927E-01, 8.503E+00
1980-11-22, 3.285E-03, 7.466E+01, 4.647E-01, 0.000E+00, 4.051E-01, 8.685E+00
1980-11-23, 2.887E-03, 7.399E+01, 4.722E-01, 0.000E+00, 4.180E-01, 8.814E+00
1980-11-24, 3.268E-04, 7.334E+01, 4.790E-01, 0.000E+00, 4.239E-01, 8.990E+00
1980-11-25, 7.963E-04, 7.271E+01, 4.849E-01, 0.000E+00, 4.375E-01, 9.155E+00
1980-11-26, 1.860E-03, 7.211E+01, 4.898E-01, 0.000E+00, 4.527E-01, 9.339E+00
1980-11-27, 3.149E-03, 7.152E+01, 4.939E-01, 0.000E+00, 4.619E-01, 9.466E+00
1980-11-28, 4.070E-03, 7.096E+01, 4.976E-01, 0.000E+00, 4.723E-01, 9.600E+00
1980-11-29, 3.921E-03, 7.042E+01, 5.012E-01, 0.000E+00, 4.776E-01, 9.731E+00
1980-11-30, 3.078E-03, 6.990E+01, 5.059E-01, 0.000E+00, 4.874E-01, 9.976E+00
1980-12-01, 1.209E-01, 2.390E+02, 5.095E-01, 0.000E+00, 4.955E-01, 1.000E+01
1980-12-02, 1.258E-01, 2.393E+02, 5.121E-01, 0.000E+00, 5.006E-01, 1.009E+01
1980-12-03, 8.626E-02, 2.352E+02, 5.143E-01, 0.000E+00, 5.057E-01, 1.007E+01
1980-12-04, 1.721E-03, 2.305E+02, 5.171E-01, 0.000E+00, 5.111E-01, 1.020E+01
1980-12-05, 1.713E-03, 2.291E+02, 5.196E-01, 0.000E+00, 5.149E-01, 1.028E+01
1980-12-06, 0.000E+00, 2.262E+02, 5.221E-01, 0.000E+00, 5.201E-01, 1.036E+01
1980-12-07, 0.000E+00, 2.213E+02, 5.245E-01, 0.000E+00, 5.258E-01, 1.044E+01
1980-12-08, 0.000E+00, 2.238E+02, 5.268E-01, 0.000E+00, 5.305E-01, 1.052E+01
1980-12-09, 0.000E+00, 2.270E+02, 5.289E-01, 0.000E+00, 5.349E-01, 1.062E+01
1980-12-10, 0.000E+00, 2.284E+02, 5.309E-01, 0.000E+00, 5.370E-01, 1.070E+01
1980-12-11, 3.219E-03, 2.281E+02, 5.327E-01, 0.000E+00, 5.398E-01, 1.079E+01
1980-12-12, 2.067E-02, 2.292E+02, 5.350E-01, 0.000E+00, 5.440E-01, 1.088E+01
1980-12-13, 4.807E-02, 2.304E+02, 5.369E-01, 0.000E+00, 5.475E-01, 1.099E+01
1980-12-14, 3.886E-02, 2.297E+02, 5.387E-01, 0.000E+00, 5.534E-01, 1.107E+01
1980-12-15, 1.078E-01, 2.310E+02, 5.407E-01, 0.000E+00, 5.635E-01, 1.119E+01
1980-12-16, 1.077E-01, 2.309E+02, 5.423E-01, 0.000E+00, 5.684E-01, 1.128E+01
1980-12-17, 1.217E-01, 2.311E+02, 5.437E-01, 0.000E+00, 5.723E-01, 1.136E+01
1980-12-18, 1.190E-01, 2.260E+02, 5.448E-01, 0.000E+00, 5.735E-01, 1.137E+01
1980-12-19, 1.206E-01, 2.291E+02, 5.465E-01, 0.000E+00, 5.741E-01, 1.142E+01
1980-12-20, 1.112E-01, 2.285E+02, 5.477E-01, 0.000E+00, 5.740E-01, 1.144E+01
1980-12-21, 8.262E-02, 2.249E+02, 5.481E-01, 0.000E+00, 5.725E-01, 1.140E+01
1980-12-22, 1.466E-01, 2.269E+02, 5.496E-01, 0.000E+00, 5.771E-01, 1.165E+01
1980-12-23, 7.942E-02, 2.286E+02, 5.500E-01, 0.000E+00, 5.722E-01, 1.144E+01
1980-12-24, 1.300E-01, 2.296E+02, 5.508E-01, 0.000E+00, 5.728E-01, 1.152E+01
1980-12-25, 1.860E-01, 2.306E+02, 5.514E-01, 0.000E+00, 5.735E-01, 1.158E+01
1980-12-26, 1.784E-01, 2.328E+02, 5.522E-01, 0.000E+00, 5.723E-01, 1.155E+01
1980-12-27, 1.777E-01, 2.318E+02, 5.530E-01, 0.000E+00, 5.728E-01, 1.154E+01
1980-12-28, 1.548E-01, 2.324E+02, 5.535E-01, 0.000E+00, 5.729E-01, 1.151E+01
1980-12-29, 1.321E-01, 2.333E+02, 5.539E-01, 0.000E+00, 5.734E-01, 1.150E+01
1980-12-30, 1.230E-01, 2.338E+02, 5.542E-01, 0.000E+00, 5.730E-01, 1.151E+01
1980-12-31, 1.044E-01, 2.339E+02, 5.545E-01, 0.000E+00, 5.723E-01, 1.152E+01
1981-01-01, 7.211E-03, 2.229E+02, 5.548E-01, 0.000E+00, 5.720E-01, 1.153E+01
1981-01-02, 8.382E-03, 2.246E+02, 5.554E-01, 0.000E+00, 5.734E-01, 1.160E+01
1981-01-03, 1.111E-02, 2.195E+02, 5.559E-01, 0.000E+00, 5.742E-01, 1.164E+01
1981-01-04, 9.117E-03, 2.155E+02, 5.569E-01, 0.000E+00, 5.769E-01, 1.172E+01
1981-01-05, 2.331E-03, 2.139E+02, 5.573E-01, 0.000E+00, 5.755E-01, 1.163E+01
1981-01-06, 2.714E-03, 2.164E+02, 5.578E-01, 0.000E+00, 5.755E-01, 1.164E+01
1981-01-07, 4.677E-03, 2.253E+02, 5.583E-01, 0.000E+00, 5.762E-01, 1.167E+01
1981-01-08, 5.394E-03, 2.242E+02, 5.590E-01, 0.000E+00, 5.766E-01, 1.168E+01
1981-01-09, 5.486E-03, 2.280E+02, 5.595E-01, 0.000E+00, 5.769E-01, 1.169E+01
1981-01-10, 4.362E-03, 2.283E+02, 5.600E-01, 0.000E+00, 5.766E-01, 1.168E+01
1981-01-11, 3.967E-03, 2.274E+02, 5.603E-01, 0.000E+00, 5.764E-01, 1.167E+01
1981-01-12, 5.537E-03, 2.303E+02, 5.608E-01, 0.000E+00, 5.764E-01, 1.168E+01
1981-01-13, 9.220E-03, 2.369E+02, 5.614E-01, 0.000E+00, 5.767E-01, 1.171E+01
1981-01-14, 7.708E-03, 2.387E+02, 5.617E-01, 0.000E+00, 5.763E-01, 1.170E+01
1981-01-15, 1.096E-02, 2.406E+02, 5.618E-01, 0.000E+00, 5.763E-01, 1.171E+01
1981-01-16, 9.532E-03, 2.349E+02, 5.619E-01, 0.000E+00, 5.768E-01, 1.172E+01
1981-01-17, 1.000E-02, 2.369E+02, 5.619E-01, 0.000E+00, 5.770E-01, 1.173E+01
1981-01-18, 1.346E-02, 2.498E+02, 5.619E-01, 0.000E+00, 5.763E-01, 1.171E+01
1981-01-19, 1.082E-02, 2.465E+02, 5.619E-01, 0.000E+00, 5.766E-01, 1.173E+01
1981-01-20, 1.196E-02, 2.534E+02, 5.619E-01, 0.000E+00, 5.766E-01, 1.174E+01
1981-01-21, 1.688E-02, 2.577E+02, 5.618E-01, 0.000E+00, 5.762E-01, 1.172E+01
1981-01-22, 2.053E-02, 2.601E+02, 5.618E-01, 0.000E+00, 5.764E-01, 1.175E+01
1981-01-23, 1.250E-02, 2.560E+02, 5.623E-01, 0.000E+00, 5.801E-01, 1.189E+01
1981-01-24, 1.790E-03, 2.378E+02, 5.621E-01, 0.000E+00, 5.770E-01, 1.168E+01
1981-01-25, 0.000E+00, 2.348E+02, 5.620E-01, 0.000E+00, 5.766E-01, 1.169E+01
1981-01-26, 3.164E-03, 2.549E+02, 5.620E-01, 0.000E+00, 5.769E-01, 1.171E+01
1981-01-27, 8.124E-03, 2.521E+02, 5.620E-01, 0.000E+00, 5.768E-01, 1.170E+01
1981-01-28, 7.785E-03, 2.548E+02, 5.619E-01, 0.000E+00, 5.765E-01, 1.170E+01
1981-01-29, 1.025E-03, 2.353E+02, 5.619E-01, 0.000E+00, 5.762E-01, 1.170E+01
1981-01-30, 0.000E+00, 2.473E+02, 5.618E-01, 0.000E+00, 5.760E-01, 1.170E+01
1981-01-31, 0.000E+00, 2.437E+02, 5.618E-01, 0.000E+00, 5.759E-01, 1.170E+01
1981-02-01, 0.000E+00, 1.595E+02, 5.618E-01, 0.000E+00, 5.758E-01, 1.170E+01
1981-02-02, 0.000E+00, 1.989E+02, 5.617E-01, 0.000E+00, 5.758E-01, 1.170E+01
1981-02-03, 0.000E+00, 2.217E+02, 5.617E-01, 0.000E+00, 5.758E-01, 1.171E+01
1981-02-04, 9.127E-07, 2.288E+02, 5.617E-01, 0.000E+00, 5.757E-01, 1.171E+01
1981-02-05, 2.201E-03, 2.219E+02, 5.617E-01, 0.000E+00, 5.757E-01, 1.171E+01
1981-02-06, 7.131E-03, 2.340E+02, 5.617E-01, 0.000E+00, 5.757E-01, 1.171E+01
1981-02-07, 8.067E-04, 2.366E+02, 5.617E-01, 0.000E+00, 5.758E-01, 1.171E+01
1981-02-08, 4.198E-02, 2.345E+02, 5.617E-01, 0.000E+00, 5.758E-01, 1.171E+01
1981-02-09, 1.201E-01, 2.420E+02, 5.617E-01, 0.000E+00, 5.758E-01, 1.171E+01
1981-02-10, 4.612E-02, 2.580E+02, 5.617E-01, 0.000E+00, 5.762E-01, 1.172E+01
1981-02-11, 1.651E-01, 2.681E+02, 5.621E-01, 0.000E+00, 5.784E-01, 1.179E+01
1981-02-12, 1.404E-01, 2.831E+02, 5.624E-01, 0.000E+00, 5.793E-01, 1.179E+01
1981-02-13, 1.377E-01, 2.670E+02, 5.634E-01, 0.000E+00, 5.864E-01, 1.200E+01
1981-02-14, 2.087E-01, 2.837E+02, 5.656E-01, 0.000E+00, 6.020E-01, 1.247E+01
1981-02-15, 1.899E-01, 2.988E+02, 5.652E-01, 0.000E+00, 5.916E-01, 1.194E+01
1981-02-16, 2.110E-01, 3.125E+02, 5.653E-01, 0.000E+00, 5.926E-01, 1.201E+01
1981-02-17, 2.039E-01, 3.112E+02, 5.655E-01, 0.000E+00, 5.941E-01, 1.207E+01
1981-02-18, 2.350E-01, 3.196E+02, 5.654E-01, 0.000E+00, 5.927E-01, 1.200E+01
1981-02-19, 2.276E-01, 3.095E+02, 5.654E-01, 0.000E+00, 5.930E-01, 1.204E+01
1981-02-20, 5.964E-02, 2.740E+02, 5.644E-01, 0.000E+00, 5.847E-01, 1.174E+01
1981-02-21, 7.615E-02, 2.963E+02, 5.637E-01, 0.000E+00, 5.824E-01, 1.174E+01
1981-02-22, 1.643E-01, 3.318E+02, 5.635E-01, 0.000E+00, 5.826E-01, 1.182E+01
1981-02-23, 1.990E-01, 3.236E+02, 5.637E-01, 0.000E+00, 5.846E-01, 1.191E+01
1981-02-24, 1.077E-01, 2.864E+02, 5.633E-01, 0.000E+00, 5.815E-01, 1.177E+01
1981-02-25, 4.757E-02, 2.403E+02, 5.629E-01, 0.000E+00, 5.797E-01, 1.174E+01
1981-02-26, 0.000E+00, 2.430E+02, 5.627E-01, 0.000E+00, 5.788E-01, 1.174E+01
1981-02-27, 9.503E-04, 2.899E+02, 5.625E-01, 0.000E+00, 5.782E-01, 1.174E+01
1981-02-28, 1.868E-02, 3.103E+02, 5.623E-01, 0.000E+00, 5.778E-01, 1.174E+01
1981-03-01, 2.184E-02, 1.154E+02, 5.622E-01, 0.000E+00, 5.775E-01, 1.174E+01
1981-03-02, 6.486E-02, 1.477E+02, 5.623E-01, 0.000E+00, 5.781E-01, 1.176E+01
1981-03-03, 1.034E-01, 3.099E+02, 5.624E-01, 0.000E+00, 5.786E-01, 1.179E+01
1981-03-04, 4.438E-02, 1.206E+02, 5.623E-01, 0.000E+00, 5.778E-01, 1.176E+01
1981-03-05, 4.898E-02, 1.204E+02, 5.622E-01, 0.000E+00, 5.777E-01, 1.176E+01
1981-03-06, 1.174E-01, 2.569E+02, 5.623E-01, 0.000E+00, 5.788E-01, 1.180E+01
1981-03-07, 8.884E-02, 1.847E+02, 5.623E-01, 0.000E+00, 5.786E-01, 1.178E+01
1981-03-08, 1.345E-01, 3.259E+02, 5.624E-01, 0.000E+00, 5.791E-01, 1.180E+01
1981-03-09, 1.957E-01, 4.008E+02, 5.625E-01, 0.000E+00, 5.805E-01, 1.184E+01
1981-03-10, 1.996E-01, 3.925E+02, 5.626E-01, 0.000E+00, 5.805E-01, 1.184E+01
1981-03-11, 1.554E-01, 3.607E+02, 5.624E-01, 0.000E+00, 5.793E-01, 1.180E+01
1981-03-12, 1.568E-01, 3.641E+02, 5.623E-01, 0.000E+00, 5.790E-01, 1.180E+01
1981-03-13, 6.420E-02, 1.319E+02, 5.624E-01, 0.000E+00, 5.796E-01, 1.182E+01
1981-03-14, 1.131E-01, 2.361E+02, 5.623E-01, 0.000E+00, 5.790E-01, 1.179E+01
1981-03-15, 5.705E-02, 1.455E+02, 5.621E-01, 0.000E+00, 5.775E-01, 1.175E+01
1981-03-16, 3.637E-02, 1.357E+02, 5.620E-01, 0.000E+00, 5.771E-01, 1.175E+01
1981-03-17, 3.442E-02, 2.425E+02, 5.619E-01, 0.000E+00, 5.770E-01, 1.177E+01
1981-03-18, 3.378E-02, 1.366E+02, 5.619E-01, 0.000E+00, 5.771E-01, 1.177E+01
1981-03-19, 6.692E-02, 1.378E+02, 5.620E-01, 0.000E+00, 5.780E-01, 1.178E+01
1981-03-20, 2.337E-02, 1.391E+02, 5.618E-01, 0.000E+00, 5.761E-01, 1.173E+01
1981-03-21, 5.972E-02, 1.403E+02, 5.620E-01, 0.000E+00, 5.781E-01, 1.180E+01
1981-03-22, 1.133E-01, 1.779E+02, 5.622E-01, 0.000E+00, 5.787E-01, 1.181E+01
1981-03-23, 1.540E-01, 3.395E+02, 5.624E-01, 0.000E+00, 5.794E-01, 1.184E+01
1981-03-24, 1.731E-01, 4.459E+02, 5.621E-01, 0.000E+00, 5.774E-01, 1.175E+01
1981-03-25, 2.119E-01, 3.047E+02, 5.648E-01, 0.000E+00, 6.004E-01, 1.250E+01
1981-03-26, 3.033E-02, 1.464E+02, 5.633E-01, 0.000E+00, 5.794E-01, 1.161E+01
1981-03-27, 5.690E-02, 1.476E+02, 5.630E-01, 0.000E+00, 5.813E-01, 1.179E+01
1981-03-28, 2.712E-01, 4.967E+02, 5.633E-01, 0.000E+00, 5.839E-01, 1.189E+01
1981-03-29, 3.193E-01, 4.790E+02, 5.632E-01, 0.000E+00, 5.833E-01, 1.191E+01
1981-03-30, 1.666E-02, 1.529E+02, 5.621E-01, 0.000E+00, 5.751E-01, 1.157E+01
1981-03-31, 6.067E-02, 1.910E+02, 5.621E-01, 0.000E+00, 5.779E-01, 1.178E+01
1981-04-01, 2.469E-02, 1.535E+02, 5.626E-01, 0.000E+00, 5.812E-01, 1.189E+01
1981-04-02, 1.648E-02, 1.547E+02, 5.626E-01, 0.000E+00, 5.802E-01, 1.183E+01
1981-04-03, 2.712E-02, 2.284E+02, 5.625E-01, 0.000E+00, 5.798E-01, 1.181E+01
1981-04-04, 8.384E-02, 4.776E+02, 5.629E-01, 0.000E+00, 5.832E-01, 1.194E+01
1981-04-05, 1.218E-01, 5.311E+02, 5.632E-01, 0.000E+00, 5.849E-01, 1.199E+01
1981-04-06, 1.151E-01, 5.011E+02, 5.631E-01, 0.000E+00, 5.837E-01, 1.193E+01
1981-04-07, 7.227E-02, 4.081E+02, 5.628E-01, 0.000E+00, 5.813E-01, 1.183E+01
1981-04-08, 8.122E-02, 4.433E+02, 5.627E-01, 0.000E+00, 5.817E-01, 1.189E+01
1981-04-09, 1.000E-01, 4.463E+02, 5.627E-01, 0.000E+00, 5.822E-01, 1.192E+01
1981-04-10, 5.887E-02, 2.847E+02, 5.625E-01, 0.000E+00, 5.800E-01, 1.182E+01
1981-04-11, 4.819E-02, 2.408E+02, 5.623E-01, 0.000E+00, 5.797E-01, 1.184E+01
1981-04-12, 9.368E-02, 5.355E+02, 5.624E-01, 0.000E+00, 5.811E-01, 1.193E+01
1981-04-13, 1.399E-01, 5.764E+02, 5.625E-01, 0.000E+00, 5.820E-01, 1.198E+01
1981-04-14, 1.712E-01, 6.035E+02, 5.625E-01, 0.000E+00, 5.820E-01, 1.198E+01
1981-04-15, 1.537E-01, 5.836E+02, 5.623E-01, 0.000E+00, 5.805E-01, 1.191E+01
1981-04-16, 1.605E-01, 5.795E+02, 5.622E-01, 0.000E+00, 5.802E-01, 1.192E+01
1981-04-17, 1.777E-01, 5.973E+02, 5.621E-01, 0.000E+00, 5.797E-01, 1.192E+01
1981-04-18, 1.495E-01, 5.673E+02, 5.618E-01, 0.000E+00, 5.781E-01, 1.186E+01
1981-04-19, 7.225E-02, 3.001E+02, 5.621E-01, 0.000E+00, 5.809E-01, 1.199E+01
1981-04-20, 1.287E-01, 5.286E+02, 5.620E-01, 0.000E+00, 5.794E-01, 1.189E+01
1981-04-21, 1.413E-01, 5.500E+02, 5.620E-01, 0.000E+00, 5.797E-01, 1.192E+01
1981-04-22, 2.104E-01, 6.345E+02, 5.618E-01, 0.000E+00, 5.783E-01, 1.189E+01
1981-04-23, 2.268E-01, 6.438E+02, 5.614E-01, 0.000E+00, 5.762E-01, 1.183E+01
1981-04-24, 2.603E-01, 6.388E+02, 5.611E-01, 0.000E+00, 5.749E-01, 1.181E+01
1981-04-25, 2.073E-01, 5.998E+02, 5.607E-01, 0.000E+00, 5.729E-01, 1.174E+01
1981-04-26, 5.400E-02, 2.613E+02, 5.609E-01, 0.000E+00, 5.756E-01, 1.185E+01
1981-04-27, 1.363E-01, 5.950E+02, 5.610E-01, 0.000E+00, 5.760E-01, 1.186E+01
1981-04-28, 2.325E-01, 6.602E+02, 5.612E-01, 0.000E+00, 5.769E-01, 1.191E+01
1981-04-29, 2.868E-01, 7.033E+02, 5.608E-01, 0.000E+00, 5.734E-01, 1.175E+01
1981-04-30, 3.169E-01, 7.163E+02, 5.603E-01, 0.000E+00, 5.712E-01, 1.170E+01
1981-05-01, 1.706E-02, 1.839E+02, 5.598E-01, 0.000E+00, 5.692E-01, 1.162E+01
1981-05-02, 1.932E-02, 1.847E+02, 5.603E-01, 0.000E+00, 5.740E-01, 1.187E+01
1981-05-03, 1.130E-02, 1.855E+02, 5.607E-01, 0.000E+00, 5.750E-01, 1.183E+01
1981-05-04, 9.789E-03, 1.863E+02, 5.609E-01, 0.000E+00, 5.759E-01, 1.183E+01
1981-05-05, 1.014E-02, 1.871E+02, 5.611E-01, 0.000E+00, 5.765E-01, 1.184E+01
1981-05-06, 8.306E-03, 1.878E+02, 5.613E-01, 0.000E+00, 5.769E-01, 1.183E+01
1981-05-07, 9.593E-03, 1.886E+02, 5.614E-01, 0.000E+00, 5.773E-01, 1.184E+01
1981-05-08, 1.279E-02, 1.893E+02, 5.615E-01, 0.000E+00, 5.777E-01, 1.186E+01
1981-05-09, 1.571E-02, 1.900E+02, 5.616E-01, 0.000E+00, 5.779E-01, 1.187E+01
1981-05-10, 1.448E-02, 1.907E+02, 5.616E-01, 0.000E+00, 5.780E-01, 1.186E+01
1981-05-11, 1.486E-02, 1.914E+02, 5.617E-01, 0.000E+00, 5.781E-01, 1.186E+01
1981-05-12, 1.847E-02, 1.921E+02, 5.617E-01, 0.000E+00, 5.783E-01, 1.187E+01
1981-05-13, 1.625E-02, 1.927E+02, 5.617E-01, 0.000E+00, 5.783E-01, 1.186E+01
1981-05-14, 1.533E-02, 1.934E+02, 5.620E-01, 0.000E+00, 5.799E-01, 1.194E+01
1981-05-15, 1.213E-02, 1.940E+02, 5.622E-01, 0.000E+00, 5.806E-01, 1.194E+01
1981-05-16, 1.022E-02, 1.946E+02, 5.622E-01, 0.000E+00, 5.800E-01, 1.190E+01
1981-05-17, 1.090E-02, 1.952E+02, 5.621E-01, 0.000E+00, 5.794E-01, 1.185E+01
1981-05-18, 1.257E-02, 1.958E+02, 5.655E-01, 0.000E+00, 6.094E-01, 1.305E+01
1981-05-19, 1.064E-02, 1.963E+02, 5.650E-01, 0.000E+00, 5.926E-01, 1.205E+01
1981-05-20, 9.354E-03, 1.969E+02, 5.643E-01, 0.000E+00, 5.874E-01, 1.190E+01
1981-05-21, 1.267E-02, 1.974E+02, 5.637E-01, 0.000E+00, 5.845E-01, 1.186E+01
1981-05-22, 1.436E-02, 1.979E+02, 5.633E-01, 0.000E+00, 5.832E-01, 1.188E+01
1981-05-23, 1.773E-02, 1.984E+02, 5.630E-01, 0.000E+00, 5.822E-01, 1.188E+01
1981-05-24, 2.013E-02, 1.989E+02, 5.628E-01, 0.000E+00, 5.815E-01, 1.188E+01
1981-05-25, 1.950E-02, 1.994E+02, 5.629E-01, 0.000E+00, 5.831E-01, 1.198E+01
1981-05-26, 1.685E-02, 1.998E+02, 5.637E-01, 0.000E+00, 5.894E-01, 1.221E+01
1981-05-27, 1.688E-02, 2.002E+02, 5.633E-01, 0.000E+00, 5.836E-01, 1.189E+01
1981-05-28, 1.861E-02, 2.007E+02, 5.630E-01, 0.000E+00, 5.821E-01, 1.187E+01
1981-05-29, 2.136E-02, 2.011E+02, 5.628E-01, 0.000E+00, 5.816E-01, 1.189E+01
1981-05-30, 2.004E-02, 2.014E+02, 5.626E-01, 0.000E+00, 5.812E-01, 1.189E+01
1981-05-31, 1.974E-02, 2.018E+02, 5.625E-01, 0.000E+00, 5.806E-01, 1.188E+01
1981-06-01, 3.227E-01, 8.086E+02, 5.624E-01, 0.000E+00, 5.802E-01, 1.188E+01
1981-06-02, 3.769E-01, 8.099E+02, 5.614E-01, 0.000E+00, 5.740E-01, 1.165E+01
1981-06-03, 3.475E-01, 8.112E+02, 5.605E-01, 0.000E+00, 5.705E-01, 1.158E+01
1981-06-04, 4.140E-01, 8.123E+02, 5.600E-01, 0.000E+00, 5.702E-01, 1.165E+01
1981-06-05, 4.326E-01, 8.135E+02, 5.594E-01, 0.000E+00, 5.673E-01, 1.155E+01
1981-06-06, 3.970E-01, 8.145E+02, 5.588E-01, 0.000E+00, 5.658E-01, 1.153E+01
1981-06-07, 4.277E-01, 8.155E+02, 5.585E-01, 0.000E+00, 5.655E-01, 1.156E+01
1981-06-08, 4.100E-01, 8.164E+02, 5.582E-01, 0.000E+00, 5.645E-01, 1.154E+01
1981-06-09, 4.346E-01, 8.172E+02, 5.580E-01, 0.000E+00, 5.643E-01, 1.155E+01
