Date,StreamOut_Q,HortSroff2Stream_Q,DunnSroff2Stream_Q,Interflow2Stream_Q,Stream2Unsat_Q,StreamExchng2Sat_Q,Canopy_S,SnowPweqv_S,Imperv_S,Dprst_S,Cap_S,Grav_S,Unsat_S,Sat_S,UnsatStream_S,Lake_S,Stream_S,Precip_Q,NetBoundaryFlow2Sat_Q,NetWellFlow_Q,BoundaryStreamFlow_Q,CanopyEvap_Q,SnowEvap_Q,ImpervEvap_Q,DprstEvap_Q,CapET_Q,SwaleEvap_Q,UnsatET_Q,SatET_Q,LakeEvap_Q,DunnInterflow2Lake_Q,HortSroff2Lake_Q,Lake2Unsat_Q,LakeExchng2Sat_Q,SoilDrainage2Unsat_Q,Sat2Grav_Q,RechargeUnsat2Sat_Q,Infil2Soil_Q,KKITER
10/01/1990,  0.6156456E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.6644105E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1993736E+07,  0.0000000E+00,  0.1048748E+08,  0.1609488E+09,  0.7448418E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3612933E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.8502469E+05,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.3721133E+02,  0.3441465E+05,  0.0000000E+00,   13
10/02/1990,  0.7534991E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.7820344E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1917460E+07, -0.2815542E-02,  0.1045479E+08,  0.1609737E+09,  0.1030203E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3622960E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.7631684E+05,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.4148295E+02,  0.3281205E+05,  0.0000000E+00,    8
10/03/1990,  0.8194260E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.8200725E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1847114E+07,  0.2054205E-02,  0.1042297E+08,  0.1609974E+09,  0.1036654E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3628133E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.7038978E+05,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.4350364E+02,  0.3194296E+05,  0.0000000E+00,    7
10/04/1990,  0.8510548E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.8472598E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1784826E+07,  0.7636118E-02,  0.1039110E+08,  0.1610196E+09,  0.9986255E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3631577E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.6233288E+05,  0.0000000E+00,  0.1154633E+04,  0.3042884E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.4502645E+02,  0.3082700E+05,  0.0000000E+00,    6
10/05/1990,  0.7962721E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.7917312E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1732653E+07,  0.2047595E-02,  0.1034756E+08,  0.1610397E+09,  0.9532151E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3624635E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.5221998E+05,  0.0000000E+00,  0.1405108E+05,  0.1631521E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.4688440E+02,  0.2966921E+05,  0.0000000E+00,    6
10/06/1990,  0.8327626E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.8315216E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1721052E+07,  0.3548281E-02,  0.1031295E+08,  0.1610590E+09,  0.9407537E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3631524E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1164967E+05,  0.0000000E+00,  0.6097286E+04,  0.8821492E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.4908128E+02,  0.2861018E+05,  0.0000000E+00,    6
10/07/1990,  0.8826569E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.8804021E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1712902E+07,  0.8116803E-04,  0.1028076E+08,  0.1610774E+09,  0.9182032E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3636216E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.8201125E+04,  0.0000000E+00,  0.4343617E+04,  0.6072893E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.5044547E+02,  0.2790991E+05,  0.0000000E+00,    8
10/08/1990,  0.9019140E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.8994367E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1704599E+07,  0.3337637E-02,  0.1024866E+08,  0.1610948E+09,  0.8933905E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3637263E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.8353976E+04,  0.0000000E+00,  0.4966199E+04,  0.7461836E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.5130379E+02,  0.2719931E+05,  0.0000000E+00,    6
10/09/1990,  0.8528698E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.8504106E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1670977E+07, -0.1951140E-02,  0.1020313E+08,  0.1611097E+09,  0.8687787E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3633227E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.3367390E+05,  0.0000000E+00,  0.1928333E+05,  0.2854758E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.5142676E+02,  0.2633031E+05,  0.0000000E+00,    6
10/10/1990,  0.8651229E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.8630560E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.1642079E+07,  0.1405005E-02,  0.1016002E+08,  0.1611239E+09,  0.8480842E+03,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00, -0.3635039E+02,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.2895080E+05,  0.0000000E+00,  0.1755982E+05,  0.2654264E+04,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.5274875E+02,  0.2563107E+05,  0.0000000E+00,    6
