TS iseg Exchange_Prev Exchange
12 21 570.9707 662.9707
12 22 1388.093 1550.905
12 23 689.9756 802.001
12 1 1366.375 1793.923
12 2 1208.725 1674.03
12 3 3503.439 4882.052
12 4 3442.565 4637.786
12 5 53.16016 69.58984
12 6 2579.819 3140.642
12 7 388.0898 465.4766
12 8 2370.949 3526.005
12 9 3262.406 4622.025
12 10 8185.561 10522.63
12 11 1719.986 2191.098
12 12 28600.1 38459.07
12 13 1778.043 2233.895
12 14 395.1931 641.6045
12 15 23.45215 32.74609
12 16 79.15625 94.80469
12 17 343.3753 394.9119
12 18 303.0342 405.207
12 19 196.3506 224.876
12 20 198.7119 243.0723
12 21 662.9707 800.9395
12 22 1550.905 1774.466
12 23 802.001 955.252
12 1 1793.923 2340.206
12 2 1674.03 2286.354
12 3 4882.052 6702.306
12 4 4637.786 6274.94
12 5 69.58984 93.4375
12 6 3140.642 3603.492
12 7 465.4766 576.6875
12 8 3526.005 5068.882
12 9 4622.025 6739.533
12 10 10522.63 13518.83
12 11 2191.098 2630.477
12 12 38459.07 50840.36
12 13 2233.895 1788.016
12 14 641.6045 1123.362
12 15 32.74609 26.90625
12 16 94.80469 93.44531
12 17 394.9119 463.745
12 18 405.207 381.7188
12 19 224.876 315.9883
12 20 243.0723 295.8691
12 21 800.9395 877.7344
12 22 1774.466 2062.078
12 23 955.252 1029.539
12 1 2340.206 3020.255
12 2 2286.354 3093.342
12 3 6702.306 8881.969
12 4 6274.94 8324.988
12 5 93.4375 126.6875
12 6 3603.492 4386.914
12 7 576.6875 729.6016
12 8 5068.882 7017.03
12 9 6739.533 10410.2
12 10 13518.83 17286.71
12 11 2630.477 3336.617
12 12 50840.36 66264.38
12 13 1788.016 2460.008
12 14 1123.362 1670.689
12 15 26.90625 38.625
12 16 93.44531 113.4688
12 17 463.745 562.225
12 18 381.7188 509.8281
12 19 315.9883 369.2734
12 20 295.8691 375.1426
12 21 877.7344 1086.578
12 22 2062.078 2425.06
12 23 1029.539 1238.852
12 1 3020.255 3857.413
12 2 3093.342 4155.573
12 3 8881.969 11470.35
12 4 8324.988 10896.19
12 5 126.6875 169.9922
12 6 4386.914 5315.164
12 7 729.6016 933.4609
12 8 7017.03 9633.716
12 9 10410.2 15886.03
12 10 17286.71 21935.76
12 11 3336.617 4185.578
12 12 66264.38 84640.1
12 13 2460.008 3349.563
12 14 1670.689 2386.808
12 15 38.625 53.79688
12 16 113.4688 139.6719
12 17 562.225 706.818
12 18 509.8281 674.7734
12 19 369.2734 435.6787
12 20 375.1426 497.1494
12 21 1086.578 1344.328
12 22 2425.06 2878.733
12 23 1238.852 1491.188
12 1 3857.413 4896.546
12 2 4155.573 5548.821
12 3 11470.35 14454.78
12 4 10896.19 14060.92
12 5 169.9922 223.75
12 6 5315.164 6390.375
12 7 933.4609 1198.289
12 8 9633.716 13587.93
12 9 15886.03 23032.65
12 10 21935.76 27607.23
12 11 4185.578 5186.422
12 12 84640.1 105453.6
12 13 3349.563 4469.453
12 14 2386.808 3290.406
12 15 53.79688 72.45313
12 16 139.6719 171.4063
12 17 706.818 925.2059
12 18 674.7734 879.1719
12 19 435.6787 511.3252
12 20 497.1494 670.0928
12 21 1344.328 1650.344
12 22 2878.733 3414.029
12 23 1491.188 1783.969
12 1 4896.546 6252.066
12 2 5548.821 7365.868
12 3 14454.78 17815.77
12 4 14060.92 17886.95
12 5 223.75 288.25
12 6 6390.375 7616.922
12 7 1198.289 1534.203
12 8 13587.93 19441.96
12 9 23032.65 31560.84
12 10 27607.23 34469.62
12 11 5186.422 6345.266
12 12 105453.6 128079.6
12 13 4469.453 5844.063
12 14 3290.406 4397.035
12 15 72.45313 94.59375
12 16 171.4063 209.0313
12 17 925.2059 1331.216
12 18 879.1719 1123.719
12 19 511.3252 596.834
12 20 670.0928 900.751
12 21 1650.344 2004.063
12 22 3414.029 4029.591
12 23 1783.969 2120.563
12 1 6252.066 8194.038
12 2 7365.868 9812.417
12 3 17815.77 21526.96
12 4 17886.95 22531.27
12 5 288.25 363.5
12 6 7616.922 8989.813
12 7 1534.203 1950.531
12 8 19441.96 26907.69
12 9 31560.84 41292.26
12 10 34469.62 42743.88
12 11 6345.266 7678.281
12 12 128079.6 152141.1
12 13 5844.063 7492.75
12 14 4397.035 5717.919
12 15 94.59375 120.125
12 16 209.0313 252.2188
12 17 1331.216 1843.633
12 18 1123.719 1406.375
12 19 596.834 692.1191
12 20 900.751 1192.46
12 21 2004.063 2408.406
12 22 4029.591 4722.447
12 23 2120.563 2510.563
12 1 8194.038 11352.35
12 2 9812.417 13030.26
12 3 21526.96 25559.57
12 4 22531.27 28237.11
12 5 363.5 449.5
12 6 8989.813 10514.28
12 7 1950.531 2455.672
12 8 26907.69 35506.46
12 9 41292.26 52063.44
12 10 42743.88 52587.8
12 11 7678.281 9205.438
12 12 152141.1 177329
12 13 7492.75 9425.094
12 14 5717.919 7257.614
12 15 120.125 148.875
12 16 252.2188 300.25
12 17 1843.633 2469.146
12 18 1406.375 1724.156
12 19 692.1191 796.1016
12 20 1192.46 1545.7
12 21 2408.406 2860.969
12 22 4722.447 5488.197
12 23 2510.563 2942.906
12 1 11352.35 15238.62
12 2 13030.26 16985.98
12 3 25559.57 29895.84
12 4 28237.11 35167.84
12 5 449.5 546.4688
12 6 10514.28 12176.44
12 7 2455.672 3056.688
12 8 35506.46 44963.94
12 9 52063.44 63707.12
12 10 52587.8 64089.87
12 11 9205.438 10949.94
12 12 177329 203459.5
12 13 9425.094 11629.47
12 14 7257.614 9013.297
12 15 148.875 180.5313
12 16 300.25 353.625
12 17 2469.146 3212.786
12 18 1724.156 2073.844
12 19 796.1016 909.5254
12 20 1545.7 1958.676
12 21 2860.969 3356.406
12 22 5488.197 6321.634
12 23 2942.906 3411.281
12 1 15238.62 19634.31
12 2 16985.98 21549.21
12 3 29895.84 34516.29
12 4 35167.84 43427.68
12 5 546.4688 655
12 6 12176.44 13973.44
12 7 3056.688 3758.938
12 8 44963.94 55115.06
12 9 63707.12 76095.63
12 10 64089.87 77088.07
12 11 10949.94 12947.69
12 12 203459.5 230356.9
12 13 11629.47 14171.63
12 14 9013.297 10997.55
12 15 180.5313 214.75
12 16 353.625 411
12 17 3212.786 4078.772
12 18 2073.844 2452.125
12 19 909.5254 1029.563
12 20 1958.676 2428.06
12 21 3356.406 3894.5
12 22 6321.634 7216.59
12 23 3411.281 3911.25
12 1 19634.31 24367.21
12 2 21549.21 26545.92
12 3 34516.29 39400.11
12 4 43427.68 52706.37
12 5 655 775.75
12 6 13973.44 15899.81
12 7 3758.938 4565.906
12 8 55115.06 65858.93
12 9 76095.63 89082.3
12 10 77088.07 91520.4
12 11 12947.69 15228.44
12 12 230356.9 257879.8
12 13 14171.63 17025.13
12 14 10997.55 13201.75
12 15 214.75 251.3125
12 16 411 472.4375
12 17 4078.772 5071.449
12 18 2452.125 2858.25
12 19 1029.563 1155.779
12 20 2428.06 2949.529
12 21 3894.5 4469.688
12 22 7216.59 8166.686
12 23 3911.25 4441.313
12 1 24367.21 29387.66
12 2 26545.92 31860.91
12 3 39400.11 44520.62
12 4 52706.37 62751.39
12 5 775.75 909.7813
12 6 15899.81 17943.06
12 7 4565.906 5478.344
12 8 65858.93 77081.75
12 9 89082.3 102581.5
12 10 91520.4 107192.7
12 11 15228.44 17799.44
12 12 257879.8 285913.6
12 13 17025.13 20175.69
12 14 13201.75 15620.74
12 15 251.3125 290.0625
12 16 472.4375 537.3125
12 17 5071.449 6196.348
12 18 2858.25 3286.188
12 19 1155.779 1286.756
12 20 2949.529 3518.221
12 21 4469.688 5076.375
12 22 8166.686 9165.304
12 23 4441.313 4998.5
12 1 29387.66 34643.39
12 2 31860.91 37392.75
12 3 44520.62 49852.71
12 4 62751.39 73487.55
12 5 909.7813 1058
12 6 17943.06 20095.81
12 7 5478.344 6494
12 8 77081.75 88709.1
12 9 102581.5 116504.9
12 10 107192.7 124041.7
12 11 17799.44 20644.81
12 12 285913.6 314367.8
12 13 20175.69 23619.31
12 14 15620.74 18254.96
12 15 290.0625 330.75
12 16 537.3125 606.375
12 17 6196.348 7461.931
12 18 3286.188 3732.625
12 19 1286.756 1423.795
12 20 3518.221 4129.101
12 21 5076.375 5712
12 22 9165.304 10206.14
12 23 4998.5 5582.438
12 1 34643.39 40087.87
12 2 37392.75 43124.08
12 3 49852.71 55368.47
12 4 73487.55 84793.95
12 5 1058 1220
12 6 20095.81 22351.81
12 7 6494 7607.5
12 8 88709.1 100678.4
12 9 116504.9 130761.2
12 10 124041.7 141944.6
12 11 20644.81 23741.63
12 12 314367.8 343158.5
12 13 23619.31 27349.75
12 14 18254.96 21111.69
12 15 330.75 373.1875
12 16 606.375 678.375
12 17 7461.931 8882.855
12 18 3732.625 4195.25
12 19 1423.795 1564.703
12 20 4129.101 4777.217
12 21 5712 6374.063
12 22 10206.14 11283.14
12 23 5582.438 6190.125
12 1 40087.87 45687.97
12 2 43124.08 49045.08
12 3 55368.47 61046.89
12 4 84793.95 96547.68
12 5 1220 1396.438
12 6 22351.81 24704.63
12 7 7607.5 8811.875
12 8 100678.4 112938.9
12 9 130761.2 145278
12 10 141944.6 160765.5
12 11 23741.63 27064.63
12 12 343158.5 372226.5
12 13 27349.75 31356.25
12 14 21111.69 24210.52
12 15 373.1875 417.375
12 16 678.375 752.5
12 17 8882.855 10485.54
12 18 4195.25 4671.688
12 19 1564.703 1707.742
12 20 4777.217 5457.861
12 21 6374.063 7060.188
12 22 11283.14 12390.67
12 23 6190.125 6819.5
12 1 45687.97 51417.41
12 2 49045.08 55103.81
12 3 61046.89 66869.94
12 4 96547.68 108645.4
12 5 1396.438 1586
12 6 24704.63 27150.25
12 7 8811.875 10096.25
12 8 112938.9 125440.6
12 9 145278 159996.5
12 10 160765.5 180372.3
12 11 27064.63 30569.75
12 12 372226.5 401522.7
12 13 31356.25 35640.25
12 14 24210.52 27588.91
12 15 417.375 463.625
12 16 752.5 828.875
12 17 10485.54 12314.1
12 18 4671.688 5160.188
12 19 1707.742 1853.52
12 20 5457.861 6166.689
12 21 7060.188 7768.875
12 22 12390.67 13523.92
12 23 6819.5 7470.125
12 1 51417.41 57254.45
12 2 55103.81 61261.98
12 3 66869.94 72820.96
12 4 108645.4 121029.2
12 5 1586 1787.563
12 6 27150.25 29682.06
12 7 10096.25 11449.06
12 8 125440.6 138145.4
12 9 159996.5 174881
12 10 180372.3 200638.1
12 11 30569.75 34214.75
12 12 401522.7 431008
12 13 35640.25 40187
12 14 27588.91 31299.86
12 15 463.625 511.375
12 16 828.875 907
12 17 12314.1 14428.06
12 18 5160.188 5659.5
12 19 1853.52 2000.34
12 20 6166.689 6899.758
12 21 7768.875 8498.25
12 22 13523.92 14678.47
12 23 7470.125 8139.5
12 1 57254.45 63180.92
12 2 61261.98 67495.38
12 3 72820.96 78884.74
12 4 121029.2 133660.8
12 5 1787.563 2000
12 6 29682.06 32297.06
12 7 11449.06 12859.56
12 8 138145.4 151021.6
12 9 174881 189899.9
12 10 200638.1 221445.5
12 11 34214.75 37983
12 12 431008 460648.4
12 13 40187 44995.63
12 14 31299.86 35380.93
12 15 511.375 560.5
12 16 907 986.75
12 17 14428.06 16879.67
12 18 5659.5 6168.125
12 19 2000.34 2148.555
12 20 6899.758 7653.551
12 21 8498.25 9246.25
12 22 14678.47 15850.7
12 23 8139.5 8828
12 1 63180.92 69181.42
12 2 67495.38 73786.75
12 3 78884.74 85048.31
12 4 133660.8 146496.4
12 5 2000 2221.5
12 6 32297.06 34990.75
12 7 12859.56 14318.94
12 8 151021.6 164043.1
12 9 189899.9 205025.4
12 10 221445.5 242699.2
12 11 37983 41871.5
12 12 460648.4 490414.7
12 13 44995.63 50057.75
12 14 35380.93 39867.25
12 15 560.5 610.5
12 16 986.75 1068
12 17 16879.67 19622.08
12 18 6168.125 6685.125
12 19 2148.555 2297.766
12 20 7653.551 8424.982
12 21 9246.25 10011.63
12 22 15850.7 17037.61
12 23 8828 9534.125
12 1 69181.42 75243.17
12 2 73786.75 80123.53
12 3 85048.31 91300.41
12 4 146496.4 159494.7
12 5 2221.5 2450.5
12 6 34990.75 37760.25
12 7 14318.94 15818.56
12 8 164043.1 177189.6
12 9 205025.4 220233.8
12 10 242699.2 264318.5
12 11 41871.5 45859
12 12 490414.7 520285.1
12 13 50057.75 55369.13
12 14 39867.25 44790.21
12 15 610.5 661.5
12 16 1068 1150.625
12 17 19622.08 22809.96
12 18 6685.125 7209.688
12 19 2297.766 2447.656
12 20 8424.982 9211.361
12 21 10011.63 10793.13
12 22 17037.61 18236.41
12 23 9534.125 10257.75
12 1 75243.17 81355.51
12 2 80123.53 86496.02
12 3 91300.41 97631.16
12 4 159494.7 172625.2
12 5 2450.5 2685
12 6 37760.25 40600
12 7 15818.56 17350.44
12 8 177189.6 190443.3
12 9 220233.8 235507.9
12 10 264318.5 286233.2
12 11 45859 49928
12 12 520285.1 550241.8
12 13 55369.13 60919.13
12 14 44790.21 50042.61
12 15 661.5 713.25
12 16 1150.625 1234.5
12 17 22809.96 26243.41
12 18 7209.688 7741.25
12 19 2447.656 2597.879
12 20 9211.361 10010.35
12 21 10793.13 11590
12 22 18236.41 19444.86
12 23 10257.75 10997.13
12 1 81355.51 87509.53
12 2 86496.02 92896.67
12 3 97631.16 104032
12 4 172625.2 185864.2
12 5 2685 2925
12 6 40600 43508.13
12 7 17350.44 18908.75
12 8 190443.3 203786.6
12 9 235507.9 250834
12 10 286233.2 308396.8
12 11 49928 54068.88
12 12 550241.8 580270.2
12 13 60919.13 66706.75
12 14 50042.61 55549.32
12 15 713.25 765.875
12 16 1234.5 1319.5
12 17 26243.41 29856.06
12 18 7741.25 8278.875
12 19 2597.879 2748.949
12 20 10010.35 10819.95
12 21 11590 12401
12 22 19444.86 20661.24
12 23 10997.13 11752.25
12 1 87509.53 93694.09
12 2 92896.67 99319.51
12 3 104032 110496.5
12 4 185864.2 199191.9
12 5 2925 3169
12 6 43508.13 46481.13
12 7 18908.75 20488.69
12 8 203786.6 217206.8
12 9 250834 266201.7
12 10 308396.8 330769
12 11 54068.88 58273
12 12 580270.2 610358.9
12 13 66706.75 72725.5
12 14 55549.32 61284.48
12 15 765.875 819.25
12 16 1319.5 1405.25
12 17 29856.06 33634.65
12 18 8278.875 8822.5
12 19 2748.949 2900.59
12 20 10819.95 11638.45
12 21 12401 13225.75
12 22 20661.24 21884.08
12 23 11752.25 12522.5
12 1 93694.09 99905.59
12 2 99319.51 105759.9
12 3 110496.5 117017.9
12 4 199191.9 212589
12 5 3169 3416
12 6 46481.13 49515
12 7 20488.69 22086.69
12 8 217206.8 230692.6
12 9 266201.7 281602.9
12 10 330769 353311.1
12 11 58273 62534.5
12 12 610358.9 640498.4
12 13 72725.5 78969.75
12 14 61284.48 67209.49
12 15 819.25 873.25
12 16 1405.25 1492
12 17 33634.65 37545.88
12 18 8822.5 9371.5
12 19 2900.59 3052.793
12 20 11638.45 12464.42
12 21 13225.75 14063.13
12 22 21884.08 23112.21
12 23 12522.5 13308
12 1 99905.59 106140.5
12 2 105759.9 112214.1
12 3 117017.9 123590.3
12 4 212589 226043.5
12 5 3416 3665
12 6 49515 52606
12 7 22086.69 23699.81
12 8 230692.6 244234.3
12 9 281602.9 297031.2
12 10 353311.1 375991.8
12 11 62534.5 66847.75
12 12 640498.4 670681.8
12 13 78969.75 85435
12 14 67209.49 73288.36
12 15 873.25 927.75
12 16 1492 1579.75
12 17 37545.88 41565.36
12 18 9371.5 9925.25
12 19 3052.793 3205.508
12 20 12464.42 13296.61
12 21 14063.13 14913
12 22 23112.21 24344.67
12 23 13308 14107
12 1 106140.5 112395.5
12 2 112214.1 118679.2
12 3 123590.3 130208.7
12 4 226043.5 239545.9
12 5 3665 3917
12 6 52606 55750.88
12 7 23699.81 25325.5
12 8 244234.3 257823.9
12 9 297031.2 312481.4
12 10 375991.8 398783
12 11 66847.75 71208.88
12 12 670681.8 700901.9
12 13 85435 92116.5
12 14 73288.36 79494.52
12 15 927.75 983
12 16 1579.75 1668.5
12 17 41565.36 45675.24
12 18 9925.25 10483.38
12 19 3205.508 3358.711
12 20 13296.61 14134
12 21 14913 15774.75
12 22 24344.67 25580.72
12 23 14107 14921
12 1 112395.5 118667.2
12 2 118679.2 125153.1
12 3 130208.7 136869.6
12 4 239545.9 253088.9
12 5 3917 4170
12 6 55750.88 58946
12 7 25325.5 26962.38
12 8 257823.9 271454.8
12 9 312481.4 327949.8
12 10 398783 421667.2
12 11 71208.88 75613.38
12 12 700901.9 731153.9
12 13 92116.5 99010.5
12 14 79494.52 85804.19
12 15 983 1039
12 16 1668.5 1757.75
12 17 45675.24 49861.37
12 18 10483.38 11045.5
12 19 3358.711 3512.367
12 20 14134 14975.72
12 21 15774.75 16647.75
12 22 25580.72 26819.72
12 23 14921 15747.75
12 1 118667.2 124952.7
12 2 125153.1 131633.8
12 3 136869.6 143569.8
12 4 253088.9 266665.8
12 5 4170 4424
12 6 58946 62187.25
12 7 26962.38 28608.5
12 8 271454.8 285121.1
12 9 327949.8 343433.3
12 10 421667.2 444629.5
12 11 75613.38 80059
12 12 731153.9 761434
12 13 99010.5 106112
12 14 85804.19 92204.01
12 15 1039 1095.5
12 16 1757.75 1847.75
12 17 49861.37 54111.34
12 18 11045.5 11611.5
12 19 3512.367 3666.461
12 20 14975.72 15821.04
12 21 16647.75 17532.25
12 22 26819.72 28061.21
12 23 15747.75 16588.5
12 1 124952.7 131249.5
12 2 131633.8 138120
12 3 143569.8 150306.8
12 4 266665.8 280270.9
12 5 4424 4679
12 6 62187.25 65471.75
12 7 28608.5 30262.5
12 8 285121.1 298818.1
12 9 343433.3 358929.3
12 10 444629.5 467657.1
12 11 80059 84541.75
12 12 761434 791739
12 13 106112 113417.3
12 14 92204.01 98689.94
12 15 1095.5 1152.75
12 16 1847.75 1938.25
12 17 54111.34 58414.09
12 18 11611.5 12180.75
12 19 3666.461 3820.969
12 20 15821.04 16669.34
12 21 17532.25 18427.25
12 22 28061.21 29304.78
12 23 16588.5 17441.75
12 1 131249.5 137555.6
12 2 138120 144610.6
12 3 150306.8 157077.2
12 4 280270.9 293899.4
12 5 4679 4935
12 6 65471.75 68796.38
12 7 30262.5 31923.5
12 8 298818.1 312541.6
12 9 358929.3 374436.3
12 10 467657.1 490739.7
12 11 84541.75 89060
12 12 791739 822066.8
12 13 113417.3 120923.3
12 14 98689.94 105255.5
12 15 1152.75 1210
12 16 1938.25 2030
12 17 58414.09 62759.49
12 18 12180.75 12753.38
12 19 3820.969 3975.883
12 20 16669.34 17520.13
12 21 18427.25 19333
12 22 29304.78 30550.13
12 23 17441.75 18308.25
12 1 137555.6 143869.2
12 2 144610.6 151104.6
12 3 157077.2 163878.8
12 4 293899.4 307547.2
12 5 4935 5192
12 6 68796.38 72157.75
12 7 31923.5 33590.38
12 8 312541.6 326288.3
12 9 374436.3 389952.3
12 10 490739.7 513869
12 11 89060 93611.5
12 12 822066.8 852415.7
12 13 120923.3 128626.3
12 14 105255.5 111893.3
12 15 1210 1268.25
12 16 2030 2122
12 17 62759.49 67139.38
12 18 12753.38 13329.25
12 19 3975.883 4131.188
12 20 17520.13 18372.97
12 21 19333 20248.75
12 22 30550.13 31797
12 23 18308.25 19187
12 1 143869.2 150189
12 2 151104.6 157601.5
12 3 163878.8 170710.2
12 4 307547.2 321211.3
12 5 5192 5449
12 6 72157.75 75553.5
12 7 33590.38 35262.25
12 8 326288.3 340055.1
12 9 389952.3 405476.1
12 10 513869 537038.4
12 11 93611.5 98193.75
12 12 852415.7 882783.1
12 13 128626.3 136523.3
12 14 111893.3 118596.5
12 15 1268.25 1326.5
12 16 2122 2214.75
12 17 67139.38 71548.04
12 18 13329.25 13908
12 19 4131.188 4286.867
12 20 18372.97 19227.51
12 21 20248.75 21174.75
12 22 31797 33045.2
12 23 19187 20078.25
12 1 150189 156513.8
12 2 157601.5 164100.7
12 3 170710.2 177569.7
12 4 321211.3 334888.9
12 5 5449 5707
12 6 75553.5 78980
12 7 35262.25 36938.63
12 8 340055.1 353839.7
12 9 405476.1 421006.8
12 10 537038.4 560241.3
12 11 98193.75 102805.5
12 12 882783.1 913168.1
12 13 136523.3 144611.5
12 14 118596.5 125359.6
12 15 1326.5 1385.5
12 16 2214.75 2308.25
12 17 71548.04 75980.74
12 18 13908 14489.5
12 19 4286.867 4442.898
12 20 19227.51 20083.47
12 21 21174.75 22110.25
12 22 33045.2 34294.57
12 23 20078.25 20981.75
12 1 156513.8 162842.8
12 2 164100.7 170601.7
12 3 177569.7 184456.4
12 4 334888.9 348578.1
12 5 5707 5965
12 6 78980 82436.5
12 7 36938.63 38619
12 8 353839.7 367639.9
12 9 421006.8 436543.6
12 10 560241.3 583473.4
12 11 102805.5 107445
12 12 913168.1 943569.3
12 13 144611.5 152887.5
12 14 125359.6 132177.6
12 15 1385.5 1445
12 16 2308.25 2402.25
12 17 75980.74 80433.38
12 18 14489.5 15073.88
12 19 4442.898 4599.297
12 20 20083.47 20940.58
12 21 22110.25 23056
12 22 34294.57 35544.98
12 23 20981.75 21897.25
12 1 162842.8 169175.3
12 2 170601.7 177104.2
12 3 184456.4 191369.2
12 4 348578.1 362277.3
12 5 5965 6223.125
12 6 82436.5 85919.25
12 7 38619 40303.25
12 8 367639.9 381453.9
12 9 436543.6 452085.8
12 10 583473.4 606731.1
12 11 107445 112111
12 12 943569.3 973986.8
12 13 152887.5 161349.3
12 14 132177.6 139047
12 15 1445 1505
12 16 2402.25 2496.75
12 17 80433.38 84902.36
12 18 15073.88 15660.63
12 19 4599.297 4756.031
12 20 20940.58 21798.66
12 21 23056 24010.75
12 22 35544.98 36796.34
12 23 21897.25 22824.5
12 1 169175.3 175510.6
12 2 177104.2 183608
12 3 191369.2 198308.1
12 4 362277.3 375984.9
12 5 6223.125 6482
12 6 85919.25 89427
12 7 40303.25 41990.63
12 8 381453.9 395280.4
12 9 452085.8 467633
12 10 606731.1 630010.7
12 11 112111 116802.5
12 12 973986.8 1004419
12 13 161349.3 169993.5
12 14 139047 145964.5
12 15 1505 1565.5
12 16 2496.75 2592
12 17 84902.36 89384.63
12 18 15660.63 16249.75
12 19 4756.031 4913.109
12 20 21798.66 22657.53
12 21 24010.75 24975
12 22 36796.34 38048.55
12 23 22824.5 23763
12 1 175510.6 181848.4
12 2 183608 190112.8
12 3 198308.1 205271.6
12 4 375984.9 389700
12 5 6482 6740
12 6 89427 92958
12 7 41990.63 43681
12 8 395280.4 409118
12 9 467633 483184.8
12 10 630010.7 653310.4
12 11 116802.5 121517.5
12 12 1004419 1034866
12 13 169993.5 178818.8
12 14 145964.5 152927.4
12 15 1565.5 1626.5
12 16 2592 2687.5
12 17 89384.63 93877.75
12 18 16249.75 16841.75
12 19 4913.109 5070.719
12 20 22657.53 23517.05
12 21 24975 25948.75
12 22 38048.55 39301.56
12 23 23763 24713
12 1 181848.4 188188.2
12 2 190112.8 196618.5
12 3 205271.6 212258.8
12 4 389700 403421.7
12 5 6740 7000.25
12 6 92958 96511.75
12 7 43681 45374.25
12 8 409118 422965.7
12 9 483184.8 498740.9
12 10 653310.4 676630
12 11 121517.5 126256.3
12 12 1034866 1065327
12 13 178818.8 187821.8
12 14 152927.4 159933.6
12 15 1626.5 1688
12 16 2687.5 2784
12 17 93877.75 98379.68
12 18 16841.75 17435.75
12 19 5070.719 5228.719
12 20 23517.05 24377.11
12 21 25948.75 26931.25
12 22 39301.56 40555.32
12 23 24713 25674
12 1 188188.2 194529.7
12 2 196618.5 203124.9
12 3 212258.8 219269.9
12 4 403421.7 417149.3
12 5 7000.25 7260
12 6 96511.75 100085.3
12 7 45374.25 47070.25
12 8 422965.7 436822.6
12 9 498740.9 514301.1
12 10 676630 699966.4
12 11 126256.3 131016.8
12 12 1065327 1095801
12 13 187821.8 197001
12 14 159933.6 166981.1
12 15 1688 1749.5
12 16 2784 2881
12 17 98379.68 102888.8
12 18 17435.75 18031.75
12 19 5228.719 5387.031
12 20 24377.11 25237.61
12 21 26931.25 27922.5
12 22 40555.32 41809.77
12 23 25674 26646.5
12 1 194529.7 200872.6
12 2 203124.9 209632
12 3 219269.9 226303.3
12 4 417149.3 430882.1
12 5 7260 7520
12 6 100085.3 103678
12 7 47070.25 48769
12 8 436822.6 450687.9
12 9 514301.1 529865.2
12 10 699966.4 723318.3
12 11 131016.8 135799
12 12 1095801 1126289
12 13 197001 206354
12 14 166981.1 174068.4
12 15 1749.5 1811.5
12 16 2881 2978.5
12 17 102888.8 107403.8
12 18 18031.75 18630
12 19 5387.031 5545.688
12 20 25237.61 26098.47
12 21 27922.5 28923
12 22 41809.77 43064.9
12 23 26646.5 27629.5
12 1 200872.6 207216.9
12 2 209632 216139.6
12 3 226303.3 233358.9
12 4 430882.1 444619.7
12 5 7520 7780
12 6 103678 107289.3
12 7 48769 50470.13
12 8 450687.9 464562.4
12 9 529865.2 545433.3
12 10 723318.3 746685.1
12 11 135799 140601
12 12 1126289 1156789
12 13 206354 215879
12 14 174068.4 181194.6
12 15 1811.5 1874.5
12 16 2978.5 3076
12 17 107403.8 111923.7
12 18 18630 19230.75
12 19 5545.688 5704.641
12 20 26098.47 26959.64
12 21 28923 29931.75
12 22 43064.9 44320.66
12 23 27629.5 28623.5
12 1 207216.9 213562.2
12 2 216139.6 222647.8
12 3 233358.9 240436.8
12 4 444619.7 458361.8
12 5 7780 8040
12 6 107289.3 110917.5
12 7 50470.13 52173.75
12 8 464562.4 478445.8
12 9 545433.3 561005.1
12 10 746685.1 770066.5
12 11 140601 145423.5
12 12 1156789 1187301
12 13 215879 225573.8
12 14 181194.6 188359.5
12 15 1874.5 1937.5
12 16 3076 3174.5
12 17 111923.7 116447.5
12 18 19230.75 19833.5
12 19 5704.641 5863.953
12 20 26959.64 27821.05
12 21 29931.75 30950
12 22 44320.66 45577.05
12 23 28623.5 29628
12 1 213562.2 219908.5
12 2 222647.8 229156.4
12 3 240436.8 247535.6
12 4 458361.8 472107.9
12 5 8040 8300
12 6 110917.5 114562.8
12 7 52173.75 53879.5
12 8 478445.8 492338.4
12 9 561005.1 576580.4
12 10 770066.5 793461
12 11 145423.5 150265
12 12 1187301 1217826
12 13 225573.8 235436.5
12 14 188359.5 195560.6
12 15 1937.5 2000.5
12 16 3174.5 3273
12 17 116447.5 120974.6
12 18 19833.5 20438
12 19 5863.953 6023.563
12 20 27821.05 28682.65
12 21 30950 31976.5
12 22 45577.05 46834.02
12 23 29628 30644
12 1 219908.5 226255.5
12 2 229156.4 235665.4
12 3 247535.6 254655.5
12 4 472107.9 485858.1
12 5 8300 8560
12 6 114562.8 118223.8
12 7 53879.5 55587.5
12 8 492338.4 506238.4
12 9 576580.4 592158.7
12 10 793461 816868.1
12 11 150265 155126
12 12 1217826 1248363
12 13 235436.5 245466.3
12 14 195560.6 202796.8
12 15 2000.5 2064.5
12 16 3273 3373
12 17 120974.6 125504.5
12 18 20438 21044.75
12 19 6023.563 6183.5
12 20 28682.65 29544.43
12 21 31976.5 33011.5
12 22 46834.02 48091.59
12 23 30644 31669.5
12 1 226255.5 232603.4
12 2 235665.4 242174.8
12 3 254655.5 261795.7
12 4 485858.1 499611.9
12 5 8560 8820.25
12 6 118223.8 121900.3
12 7 55587.5 57298
12 8 506238.4 520144.7
12 9 592158.7 607740.1
12 10 816868.1 840287.6
12 11 155126 160005.8
12 12 1248363 1278912
12 13 245466.3 255660.5
12 14 202796.8 210067.4
12 15 2064.5 2128.5
12 16 3373 3472.5
12 17 125504.5 130036.5
12 18 21044.75 21653.5
12 19 6183.5 6343.766
12 20 29544.43 30406.34
12 21 33011.5 34054.5
12 22 48091.59 49349.72
12 23 31669.5 32706.5
12 1 232603.4 238952
12 2 242174.8 248684.5
