CASCADE_ID,HRU_UP_ID,CASCADE_TYPE_UP,UP_ROW,UP_COL,UP_X,UP_Y,HRU_DOWN_ID,CASCADE_TYPE_DOWN,DOWN_ROW,DOWN_COL,DOWN_X,DOWN_Y,CASC_PCT,HRU_STRM_SEG_DOWN,HRU_RCH_DOWN
       852,      1416,1,        18,        73,   220887.7968750000,  4371614.0000000000,      1495,1,        19,        73,   220887.7968750000,  4371524.0000000000,0.500000000000,         0,         0
       853,      1416,1,        18,        73,   220887.7968750000,  4371614.0000000000,      1415,1,        18,        72,   220797.7968750000,  4371614.0000000000,0.500000000000,         0,         0
       854,      1487,1,        19,        65,   220167.7968750000,  4371524.0000000000,      1566,1,        20,        65,   220167.7968750000,  4371434.0000000000,0.500000000000,         0,         0
       855,      1487,1,        19,        65,   220167.7968750000,  4371524.0000000000,      1488,1,        19,        66,   220257.7968750000,  4371524.0000000000,0.500000000000,         0,         0
       856,      1496,1,        19,        74,   220977.7968750000,  4371524.0000000000,      1495,1,        19,        73,   220887.7968750000,  4371524.0000000000,1.000000000000,         0,         0
       857,      1537,1,        20,        36,   217557.7968750000,  4371434.0000000000,      1458,1,        19,        36,   217557.7968750000,  4371524.0000000000,0.333333343267,         0,         0
       858,      1537,1,        20,        36,   217557.7968750000,  4371434.0000000000,      1536,1,        20,        35,   217467.7968750000,  4371434.0000000000,0.333333343267,         0,         0
       859,      1537,1,        20,        36,   217557.7968750000,  4371434.0000000000,      1538,1,        20,        37,   217647.7968750000,  4371434.0000000000,0.333333343267,         0,         0
       860,      1538,1,        20,        37,   217647.7968750000,  4371434.0000000000,      1459,1,        19,        37,   217647.7968750000,  4371524.0000000000,0.500000000000,         0,         0
       861,      1538,1,        20,        37,   217647.7968750000,  4371434.0000000000,      1539,1,        20,        38,   217737.7968750000,  4371434.0000000000,0.500000000000,         0,         0
       862,      1539,1,        20,        38,   217737.7968750000,  4371434.0000000000,      1460,1,        19,        38,   217737.7968750000,  4371524.0000000000,0.333333343267,         0,         0
       863,      1539,1,        20,        38,   217737.7968750000,  4371434.0000000000,      1618,1,        21,        38,   217737.7968750000,  4371344.0000000000,0.333333343267,         0,         0
       864,      1539,1,        20,        38,   217737.7968750000,  4371434.0000000000,      1540,1,        20,        39,   217827.7968750000,  4371434.0000000000,0.333333343267,         0,         0
       865,      1540,1,        20,        39,   217827.7968750000,  4371434.0000000000,      1461,1,        19,        39,   217827.7968750000,  4371524.0000000000,0.333333343267,         0,         0
       866,      1540,1,        20,        39,   217827.7968750000,  4371434.0000000000,      1619,1,        21,        39,   217827.7968750000,  4371344.0000000000,0.333333343267,         0,         0
       867,      1540,1,        20,        39,   217827.7968750000,  4371434.0000000000,      1541,1,        20,        40,   217917.7968750000,  4371434.0000000000,0.333333343267,         0,         0
       868,      1541,1,        20,        40,   217917.7968750000,  4371434.0000000000,      1462,1,        19,        40,   217917.7968750000,  4371524.0000000000,0.333333343267,         0,         0
       869,      1541,1,        20,        40,   217917.7968750000,  4371434.0000000000,      1620,1,        21,        40,   217917.7968750000,  4371344.0000000000,0.333333343267,         0,         0
       870,      1541,1,        20,        40,   217917.7968750000,  4371434.0000000000,      1542,1,        20,        41,   218007.7968750000,  4371434.0000000000,0.333333343267,         0,         0
       871,      1542,1,        20,        41,   218007.7968750000,  4371434.0000000000,      1463,1,        19,        41,   218007.7968750000,  4371524.0000000000,0.333333343267,         0,         0
       872,      1542,1,        20,        41,   218007.7968750000,  4371434.0000000000,      1621,1,        21,        41,   218007.7968750000,  4371344.0000000000,0.333333343267,         0,         0
       873,      1542,1,        20,        41,   218007.7968750000,  4371434.0000000000,      1543,1,        20,        42,   218097.7968750000,  4371434.0000000000,0.333333343267,         0,         0
       874,      1543,1,        20,        42,   218097.7968750000,  4371434.0000000000,      1464,1,        19,        42,   218097.7968750000,  4371524.0000000000,0.333333343267,         0,         0
       875,      1543,1,        20,        42,   218097.7968750000,  4371434.0000000000,      1622,1,        21,        42,   218097.7968750000,  4371344.0000000000,0.333333343267,         0,         0
       876,      1543,1,        20,        42,   218097.7968750000,  4371434.0000000000,      1544,1,        20,        43,   218187.7968750000,  4371434.0000000000,0.333333343267,         0,         0
       877,      1613,1,        21,        33,   217287.7968750000,  4371344.0000000000,      1614,1,        21,        34,   217377.7968750000,  4371344.0000000000,1.000000000000,         0,         0
       878,      1614,1,        21,        34,   217377.7968750000,  4371344.0000000000,      1535,1,        20,        34,   217377.7968750000,  4371434.0000000000,1.000000000000,         0,         0
       879,      1618,1,        21,        38,   217737.7968750000,  4371344.0000000000,      1697,1,        22,        38,   217737.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       880,      1618,1,        21,        38,   217737.7968750000,  4371344.0000000000,      1619,1,        21,        39,   217827.7968750000,  4371344.0000000000,0.500000000000,         0,         0
       881,      1619,1,        21,        39,   217827.7968750000,  4371344.0000000000,      1698,1,        22,        39,   217827.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       882,      1619,1,        21,        39,   217827.7968750000,  4371344.0000000000,      1620,1,        21,        40,   217917.7968750000,  4371344.0000000000,0.500000000000,         0,         0
       883,      1620,1,        21,        40,   217917.7968750000,  4371344.0000000000,      1699,1,        22,        40,   217917.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       884,      1620,1,        21,        40,   217917.7968750000,  4371344.0000000000,      1621,1,        21,        41,   218007.7968750000,  4371344.0000000000,0.500000000000,         0,         0
       885,      1621,1,        21,        41,   218007.7968750000,  4371344.0000000000,      1700,1,        22,        41,   218007.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       886,      1621,1,        21,        41,   218007.7968750000,  4371344.0000000000,      1622,1,        21,        42,   218097.7968750000,  4371344.0000000000,0.500000000000,         0,         0
       887,      1622,1,        21,        42,   218097.7968750000,  4371344.0000000000,      1701,1,        22,        42,   218097.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       888,      1622,1,        21,        42,   218097.7968750000,  4371344.0000000000,      1623,1,        21,        43,   218187.7968750000,  4371344.0000000000,0.500000000000,         0,         0
       889,      1648,1,        21,        68,   220437.7968750000,  4371344.0000000000,      1569,1,        20,        68,   220437.7968750000,  4371434.0000000000,0.500000000000,         0,         0
       890,      1648,1,        21,        68,   220437.7968750000,  4371344.0000000000,      1647,1,        21,        67,   220347.7968750000,  4371344.0000000000,0.500000000000,         0,         0
       891,      1654,1,        21,        74,   220977.7968750000,  4371344.0000000000,      1733,1,        22,        74,   220977.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       892,      1654,1,        21,        74,   220977.7968750000,  4371344.0000000000,      1653,1,        21,        73,   220887.7968750000,  4371344.0000000000,0.500000000000,         0,         0
       893,      1697,1,        22,        38,   217737.7968750000,  4371254.0000000000,      1776,1,        23,        38,   217737.7968750000,  4371164.0000000000,0.500000000000,         0,         0
       894,      1697,1,        22,        38,   217737.7968750000,  4371254.0000000000,      1698,1,        22,        39,   217827.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       895,      1698,1,        22,        39,   217827.7968750000,  4371254.0000000000,      1777,1,        23,        39,   217827.7968750000,  4371164.0000000000,0.500000000000,         0,         0
       896,      1698,1,        22,        39,   217827.7968750000,  4371254.0000000000,      1699,1,        22,        40,   217917.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       897,      1699,1,        22,        40,   217917.7968750000,  4371254.0000000000,      1778,1,        23,        40,   217917.7968750000,  4371164.0000000000,0.500000000000,         0,         0
       898,      1699,1,        22,        40,   217917.7968750000,  4371254.0000000000,      1700,1,        22,        41,   218007.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       899,      1700,1,        22,        41,   218007.7968750000,  4371254.0000000000,      1779,1,        23,        41,   218007.7968750000,  4371164.0000000000,0.500000000000,         0,         0
       900,      1700,1,        22,        41,   218007.7968750000,  4371254.0000000000,      1701,1,        22,        42,   218097.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       901,      1701,1,        22,        42,   218097.7968750000,  4371254.0000000000,      1780,1,        23,        42,   218097.7968750000,  4371164.0000000000,0.500000000000,         0,         0
       902,      1701,1,        22,        42,   218097.7968750000,  4371254.0000000000,      1702,1,        22,        43,   218187.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       903,      1733,1,        22,        74,   220977.7968750000,  4371254.0000000000,      1732,1,        22,        73,   220887.7968750000,  4371254.0000000000,1.000000000000,         0,         0
       904,      1776,1,        23,        38,   217737.7968750000,  4371164.0000000000,      1855,1,        24,        38,   217737.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       905,      1776,1,        23,        38,   217737.7968750000,  4371164.0000000000,      1777,1,        23,        39,   217827.7968750000,  4371164.0000000000,0.500000000000,         0,         0
       906,      1777,1,        23,        39,   217827.7968750000,  4371164.0000000000,      1856,1,        24,        39,   217827.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       907,      1777,1,        23,        39,   217827.7968750000,  4371164.0000000000,      1778,1,        23,        40,   217917.7968750000,  4371164.0000000000,0.500000000000,         0,         0
       908,      1778,1,        23,        40,   217917.7968750000,  4371164.0000000000,      1857,1,        24,        40,   217917.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       909,      1778,1,        23,        40,   217917.7968750000,  4371164.0000000000,      1779,1,        23,        41,   218007.7968750000,  4371164.0000000000,0.500000000000,         0,         0
       910,      1779,1,        23,        41,   218007.7968750000,  4371164.0000000000,      1858,1,        24,        41,   218007.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       911,      1779,1,        23,        41,   218007.7968750000,  4371164.0000000000,      1780,1,        23,        42,   218097.7968750000,  4371164.0000000000,0.500000000000,         0,         0
       912,      1780,1,        23,        42,   218097.7968750000,  4371164.0000000000,      1859,1,        24,        42,   218097.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       913,      1780,1,        23,        42,   218097.7968750000,  4371164.0000000000,      1781,1,        23,        43,   218187.7968750000,  4371164.0000000000,0.500000000000,         0,         0
       914,      1809,1,        23,        71,   220707.7968750000,  4371164.0000000000,      1730,1,        22,        71,   220707.7968750000,  4371254.0000000000,0.500000000000,         0,         0
       915,      1809,1,        23,        71,   220707.7968750000,  4371164.0000000000,      1808,1,        23,        70,   220617.7968750000,  4371164.0000000000,0.500000000000,         0,         0
       916,      1846,1,        24,        29,   216927.7968750000,  4371074.0000000000,      1925,1,        25,        29,   216927.7968750000,  4370984.0000000000,1.000000000000,         0,         0
       917,      1855,1,        24,        38,   217737.7968750000,  4371074.0000000000,      1934,1,        25,        38,   217737.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       918,      1855,1,        24,        38,   217737.7968750000,  4371074.0000000000,      1856,1,        24,        39,   217827.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       919,      1856,1,        24,        39,   217827.7968750000,  4371074.0000000000,      1935,1,        25,        39,   217827.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       920,      1856,1,        24,        39,   217827.7968750000,  4371074.0000000000,      1857,1,        24,        40,   217917.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       921,      1857,1,        24,        40,   217917.7968750000,  4371074.0000000000,      1936,1,        25,        40,   217917.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       922,      1857,1,        24,        40,   217917.7968750000,  4371074.0000000000,      1858,1,        24,        41,   218007.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       923,      1858,1,        24,        41,   218007.7968750000,  4371074.0000000000,      1937,1,        25,        41,   218007.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       924,      1858,1,        24,        41,   218007.7968750000,  4371074.0000000000,      1859,1,        24,        42,   218097.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       925,      1859,1,        24,        42,   218097.7968750000,  4371074.0000000000,      1938,1,        25,        42,   218097.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       926,      1859,1,        24,        42,   218097.7968750000,  4371074.0000000000,      1860,1,        24,        43,   218187.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       927,      1887,1,        24,        70,   220617.7968750000,  4371074.0000000000,      1966,1,        25,        70,   220617.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       928,      1887,1,        24,        70,   220617.7968750000,  4371074.0000000000,      1886,1,        24,        69,   220527.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       929,      1925,1,        25,        29,   216927.7968750000,  4370984.0000000000,      2004,1,        26,        29,   216927.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       930,      1925,1,        25,        29,   216927.7968750000,  4370984.0000000000,      1926,1,        25,        30,   217017.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       931,      1926,1,        25,        30,   217017.7968750000,  4370984.0000000000,      2005,1,        26,        30,   217017.7968750000,  4370894.0000000000,1.000000000000,         0,         0
       932,      1934,1,        25,        38,   217737.7968750000,  4370984.0000000000,      2013,1,        26,        38,   217737.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       933,      1934,1,        25,        38,   217737.7968750000,  4370984.0000000000,      1935,1,        25,        39,   217827.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       934,      1935,1,        25,        39,   217827.7968750000,  4370984.0000000000,      2014,1,        26,        39,   217827.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       935,      1935,1,        25,        39,   217827.7968750000,  4370984.0000000000,      1936,1,        25,        40,   217917.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       936,      1936,1,        25,        40,   217917.7968750000,  4370984.0000000000,      2015,1,        26,        40,   217917.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       937,      1936,1,        25,        40,   217917.7968750000,  4370984.0000000000,      1937,1,        25,        41,   218007.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       938,      1937,1,        25,        41,   218007.7968750000,  4370984.0000000000,      2016,1,        26,        41,   218007.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       939,      1937,1,        25,        41,   218007.7968750000,  4370984.0000000000,      1938,1,        25,        42,   218097.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       940,      1938,1,        25,        42,   218097.7968750000,  4370984.0000000000,      2017,1,        26,        42,   218097.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       941,      1938,1,        25,        42,   218097.7968750000,  4370984.0000000000,      1939,1,        25,        43,   218187.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       942,      1960,1,        25,        64,   220077.7968750000,  4370984.0000000000,      1881,1,        24,        64,   220077.7968750000,  4371074.0000000000,0.500000000000,         0,         0
       943,      1960,1,        25,        64,   220077.7968750000,  4370984.0000000000,      1961,1,        25,        65,   220167.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       944,      1961,1,        25,        65,   220167.7968750000,  4370984.0000000000,      1882,1,        24,        65,   220167.7968750000,  4371074.0000000000,1.000000000000,         0,         0
       945,      1966,1,        25,        70,   220617.7968750000,  4370984.0000000000,      2045,1,        26,        70,   220617.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       946,      1966,1,        25,        70,   220617.7968750000,  4370984.0000000000,      1965,1,        25,        69,   220527.7968750000,  4370984.0000000000,0.500000000000,         0,         0
       947,      2004,1,        26,        29,   216927.7968750000,  4370894.0000000000,      2083,1,        27,        29,   216927.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       948,      2004,1,        26,        29,   216927.7968750000,  4370894.0000000000,      2005,1,        26,        30,   217017.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       949,      2005,1,        26,        30,   217017.7968750000,  4370894.0000000000,      2084,1,        27,        30,   217017.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       950,      2005,1,        26,        30,   217017.7968750000,  4370894.0000000000,      2006,1,        26,        31,   217107.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       951,      2006,1,        26,        31,   217107.7968750000,  4370894.0000000000,      2085,1,        27,        31,   217107.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       952,      2006,1,        26,        31,   217107.7968750000,  4370894.0000000000,      2007,1,        26,        32,   217197.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       953,      2007,1,        26,        32,   217197.7968750000,  4370894.0000000000,      2086,1,        27,        32,   217197.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       954,      2007,1,        26,        32,   217197.7968750000,  4370894.0000000000,      2008,1,        26,        33,   217287.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       955,      2008,1,        26,        33,   217287.7968750000,  4370894.0000000000,      2087,1,        27,        33,   217287.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       956,      2008,1,        26,        33,   217287.7968750000,  4370894.0000000000,      2009,1,        26,        34,   217377.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       957,      2009,1,        26,        34,   217377.7968750000,  4370894.0000000000,      2088,1,        27,        34,   217377.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       958,      2009,1,        26,        34,   217377.7968750000,  4370894.0000000000,      2010,1,        26,        35,   217467.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       959,      2010,1,        26,        35,   217467.7968750000,  4370894.0000000000,      2089,1,        27,        35,   217467.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       960,      2010,1,        26,        35,   217467.7968750000,  4370894.0000000000,      2011,1,        26,        36,   217557.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       961,      2011,1,        26,        36,   217557.7968750000,  4370894.0000000000,      2090,1,        27,        36,   217557.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       962,      2011,1,        26,        36,   217557.7968750000,  4370894.0000000000,      2012,1,        26,        37,   217647.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       963,      2012,1,        26,        37,   217647.7968750000,  4370894.0000000000,      2091,1,        27,        37,   217647.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       964,      2012,1,        26,        37,   217647.7968750000,  4370894.0000000000,      2013,1,        26,        38,   217737.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       965,      2013,1,        26,        38,   217737.7968750000,  4370894.0000000000,      2092,1,        27,        38,   217737.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       966,      2013,1,        26,        38,   217737.7968750000,  4370894.0000000000,      2014,1,        26,        39,   217827.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       967,      2014,1,        26,        39,   217827.7968750000,  4370894.0000000000,      2093,1,        27,        39,   217827.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       968,      2014,1,        26,        39,   217827.7968750000,  4370894.0000000000,      2015,1,        26,        40,   217917.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       969,      2015,1,        26,        40,   217917.7968750000,  4370894.0000000000,      2094,1,        27,        40,   217917.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       970,      2015,1,        26,        40,   217917.7968750000,  4370894.0000000000,      2016,1,        26,        41,   218007.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       971,      2016,1,        26,        41,   218007.7968750000,  4370894.0000000000,      2095,1,        27,        41,   218007.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       972,      2016,1,        26,        41,   218007.7968750000,  4370894.0000000000,      2017,1,        26,        42,   218097.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       973,      2017,1,        26,        42,   218097.7968750000,  4370894.0000000000,      2096,1,        27,        42,   218097.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       974,      2017,1,        26,        42,   218097.7968750000,  4370894.0000000000,      2018,1,        26,        43,   218187.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       975,      2045,1,        26,        70,   220617.7968750000,  4370894.0000000000,      2124,1,        27,        70,   220617.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       976,      2045,1,        26,        70,   220617.7968750000,  4370894.0000000000,      2044,1,        26,        69,   220527.7968750000,  4370894.0000000000,0.500000000000,         0,         0
       977,      2083,1,        27,        29,   216927.7968750000,  4370804.0000000000,      2162,1,        28,        29,   216927.7968750000,  4370714.0000000000,0.500000000000,         0,         0
       978,      2083,1,        27,        29,   216927.7968750000,  4370804.0000000000,      2084,1,        27,        30,   217017.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       979,      2085,1,        27,        31,   217107.7968750000,  4370804.0000000000,      2164,1,        28,        31,   217107.7968750000,  4370714.0000000000,0.333333343267,         0,         0
       980,      2085,1,        27,        31,   217107.7968750000,  4370804.0000000000,      2084,1,        27,        30,   217017.7968750000,  4370804.0000000000,0.333333343267,         0,         0
       981,      2085,1,        27,        31,   217107.7968750000,  4370804.0000000000,      2086,1,        27,        32,   217197.7968750000,  4370804.0000000000,0.333333343267,         0,         0
       982,      2086,1,        27,        32,   217197.7968750000,  4370804.0000000000,      2165,1,        28,        32,   217197.7968750000,  4370714.0000000000,0.500000000000,         0,         0
       983,      2086,1,        27,        32,   217197.7968750000,  4370804.0000000000,      2087,1,        27,        33,   217287.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       984,      2087,1,        27,        33,   217287.7968750000,  4370804.0000000000,      2166,1,        28,        33,   217287.7968750000,  4370714.0000000000,0.500000000000,         0,         0
       985,      2087,1,        27,        33,   217287.7968750000,  4370804.0000000000,      2088,1,        27,        34,   217377.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       986,      2088,1,        27,        34,   217377.7968750000,  4370804.0000000000,      2167,1,        28,        34,   217377.7968750000,  4370714.0000000000,0.500000000000,         0,         0
       987,      2088,1,        27,        34,   217377.7968750000,  4370804.0000000000,      2089,1,        27,        35,   217467.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       988,      2089,1,        27,        35,   217467.7968750000,  4370804.0000000000,      2168,1,        28,        35,   217467.7968750000,  4370714.0000000000,0.500000000000,         0,         0
       989,      2089,1,        27,        35,   217467.7968750000,  4370804.0000000000,      2090,1,        27,        36,   217557.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       990,      2090,1,        27,        36,   217557.7968750000,  4370804.0000000000,      2169,1,        28,        36,   217557.7968750000,  4370714.0000000000,0.500000000000,         0,         0
       991,      2090,1,        27,        36,   217557.7968750000,  4370804.0000000000,      2091,1,        27,        37,   217647.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       992,      2091,1,        27,        37,   217647.7968750000,  4370804.0000000000,      2170,1,        28,        37,   217647.7968750000,  4370714.0000000000,0.500000000000,         0,         0
       993,      2091,1,        27,        37,   217647.7968750000,  4370804.0000000000,      2092,1,        27,        38,   217737.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       994,      2092,1,        27,        38,   217737.7968750000,  4370804.0000000000,      2171,1,        28,        38,   217737.7968750000,  4370714.0000000000,0.500000000000,         0,         0
       995,      2092,1,        27,        38,   217737.7968750000,  4370804.0000000000,      2093,1,        27,        39,   217827.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       996,      2093,1,        27,        39,   217827.7968750000,  4370804.0000000000,      2172,1,        28,        39,   217827.7968750000,  4370714.0000000000,0.500000000000,         0,         0
       997,      2093,1,        27,        39,   217827.7968750000,  4370804.0000000000,      2094,1,        27,        40,   217917.7968750000,  4370804.0000000000,0.500000000000,         0,         0
       998,      2094,1,        27,        40,   217917.7968750000,  4370804.0000000000,      2173,1,        28,        40,   217917.7968750000,  4370714.0000000000,0.500000000000,         0,         0
       999,      2094,1,        27,        40,   217917.7968750000,  4370804.0000000000,      2095,1,        27,        41,   218007.7968750000,  4370804.0000000000,0.500000000000,         0,         0
      1000,      2095,1,        27,        41,   218007.7968750000,  4370804.0000000000,      2174,1,        28,        41,   218007.7968750000,  4370714.0000000000,0.500000000000,         0,         0
      1001,      2095,1,        27,        41,   218007.7968750000,  4370804.0000000000,      2096,1,        27,        42,   218097.7968750000,  4370804.0000000000,0.500000000000,         0,         0
      1002,      2096,1,        27,        42,   218097.7968750000,  4370804.0000000000,      2175,1,        28,        42,   218097.7968750000,  4370714.0000000000,0.500000000000,         0,         0
      1003,      2096,1,        27,        42,   218097.7968750000,  4370804.0000000000,      2097,1,        27,        43,   218187.7968750000,  4370804.0000000000,0.500000000000,         0,         0
      1004,      2120,1,        27,        66,   220257.7968750000,  4370804.0000000000,      2041,1,        26,        66,   220257.7968750000,  4370894.0000000000,0.500000000000,         0,         0
      1005,      2120,1,        27,        66,   220257.7968750000,  4370804.0000000000,      2121,1,        27,        67,   220347.7968750000,  4370804.0000000000,0.500000000000,         0,         0
      1006,      2124,1,        27,        70,   220617.7968750000,  4370804.0000000000,      2203,1,        28,        70,   220617.7968750000,  4370714.0000000000,0.500000000000,         0,         0
      1007,      2124,1,        27,        70,   220617.7968750000,  4370804.0000000000,      2123,1,        27,        69,   220527.7968750000,  4370804.0000000000,0.500000000000,         0,         0
      1008,      2162,1,        28,        29,   216927.7968750000,  4370714.0000000000,      2241,1,        29,        29,   216927.7968750000,  4370624.0000000000,0.500000000000,         0,         0
      1009,      2162,1,        28,        29,   216927.7968750000,  4370714.0000000000,      2163,1,        28,        30,   217017.7968750000,  4370714.0000000000,0.500000000000,         0,         0
      1010,      2197,1,        28,        64,   220077.7968750000,  4370714.0000000000,      2276,1,        29,        64,   220077.7968750000,  4370624.0000000000,0.500000000000,         0,         0
      1011,      2197,1,        28,        64,   220077.7968750000,  4370714.0000000000,      2196,1,        28,        63,   219987.7968750000,  4370714.0000000000,0.500000000000,         0,         0
      1012,      2241,1,        29,        29,   216927.7968750000,  4370624.0000000000,      2320,1,        30,        29,   216927.7968750000,  4370534.0000000000,0.500000000000,         0,         0
      1013,      2241,1,        29,        29,   216927.7968750000,  4370624.0000000000,      2242,1,        29,        30,   217017.7968750000,  4370624.0000000000,0.500000000000,         0,         0
      1014,      2276,1,        29,        64,   220077.7968750000,  4370624.0000000000,      2355,1,        30,        64,   220077.7968750000,  4370534.0000000000,0.500000000000,         0,         0
      1015,      2276,1,        29,        64,   220077.7968750000,  4370624.0000000000,      2275,1,        29,        63,   219987.7968750000,  4370624.0000000000,0.500000000000,         0,         0
      1016,      2320,1,        30,        29,   216927.7968750000,  4370534.0000000000,      2399,1,        31,        29,   216927.7968750000,  4370444.0000000000,0.500000000000,         0,         0
      1017,      2320,1,        30,        29,   216927.7968750000,  4370534.0000000000,      2321,1,        30,        30,   217017.7968750000,  4370534.0000000000,0.500000000000,         0,         0
      1018,      2355,1,        30,        64,   220077.7968750000,  4370534.0000000000,      2434,1,        31,        64,   220077.7968750000,  4370444.0000000000,0.500000000000,         0,         0
      1019,      2355,1,        30,        64,   220077.7968750000,  4370534.0000000000,      2354,1,        30,        63,   219987.7968750000,  4370534.0000000000,0.500000000000,         0,         0
      1020,      2399,1,        31,        29,   216927.7968750000,  4370444.0000000000,      2478,1,        32,        29,   216927.7968750000,  4370354.0000000000,0.500000000000,         0,         0
      1021,      2399,1,        31,        29,   216927.7968750000,  4370444.0000000000,      2400,1,        31,        30,   217017.7968750000,  4370444.0000000000,0.500000000000,         0,         0
      1022,      2434,1,        31,        64,   220077.7968750000,  4370444.0000000000,      2513,1,        32,        64,   220077.7968750000,  4370354.0000000000,0.500000000000,         0,         0
      1023,      2434,1,        31,        64,   220077.7968750000,  4370444.0000000000,      2433,1,        31,        63,   219987.7968750000,  4370444.0000000000,0.500000000000,         0,         0
      1024,      2438,1,        31,        68,   220437.7968750000,  4370444.0000000000,      2517,1,        32,        68,   220437.7968750000,  4370354.0000000000,0.500000000000,         0,         0
      1025,      2438,1,        31,        68,   220437.7968750000,  4370444.0000000000,      2439,1,        31,        69,   220527.7968750000,  4370444.0000000000,0.500000000000,         0,         0
      1026,      2478,1,        32,        29,   216927.7968750000,  4370354.0000000000,      2557,1,        33,        29,   216927.7968750000,  4370264.0000000000,0.500000000000,         0,         0
      1027,      2478,1,        32,        29,   216927.7968750000,  4370354.0000000000,      2479,1,        32,        30,   217017.7968750000,  4370354.0000000000,0.500000000000,         0,         0
      1028,      2513,1,        32,        64,   220077.7968750000,  4370354.0000000000,      2592,1,        33,        64,   220077.7968750000,  4370264.0000000000,0.500000000000,         0,         0
