CASCADE_ID,HRU_UP_ID,CASCADE_TYPE_UP,UP_ROW,UP_COL,UP_X,UP_Y,HRU_DOWN_ID,CASCADE_TYPE_DOWN,DOWN_ROW,DOWN_COL,DOWN_X,DOWN_Y,CASC_PCT,HRU_STRM_SEG_DOWN,HRU_RCH_DOWN
        18,       291,1,         4,        54,   219177.7968750000,  4372874.0000000000,       370,1,         5,        54,   219177.7968750000,  4372784.0000000000,0.500000000000,         0,         0
        19,       291,1,         4,        54,   219177.7968750000,  4372874.0000000000,       292,1,         4,        55,   219267.7968750000,  4372874.0000000000,0.500000000000,         0,         0
        20,       292,1,         4,        55,   219267.7968750000,  4372874.0000000000,       371,1,         5,        55,   219267.7968750000,  4372784.0000000000,1.000000000000,         0,         0
        21,       368,1,         5,        52,   218997.7968750000,  4372784.0000000000,       447,1,         6,        52,   218997.7968750000,  4372694.0000000000,0.500000000000,         0,         0
        22,       368,1,         5,        52,   218997.7968750000,  4372784.0000000000,       369,1,         5,        53,   219087.7968750000,  4372784.0000000000,0.500000000000,         0,         0
        23,       454,1,         6,        59,   219627.7968750000,  4372694.0000000000,       533,1,         7,        59,   219627.7968750000,  4372604.0000000000,0.500000000000,         0,         0
        24,       454,1,         6,        59,   219627.7968750000,  4372694.0000000000,       453,1,         6,        58,   219537.7968750000,  4372694.0000000000,0.500000000000,         0,         0
        25,       460,1,         6,        65,   220167.7968750000,  4372694.0000000000,       539,1,         7,        65,   220167.7968750000,  4372604.0000000000,0.500000000000,         0,         0
        26,       460,1,         6,        65,   220167.7968750000,  4372694.0000000000,       459,1,         6,        64,   220077.7968750000,  4372694.0000000000,0.500000000000,         0,         0
        27,       535,1,         7,        61,   219807.7968750000,  4372604.0000000000,       534,1,         7,        60,   219717.7968750000,  4372604.0000000000,0.500000000000,         0,         0
        28,       535,1,         7,        61,   219807.7968750000,  4372604.0000000000,       536,1,         7,        62,   219897.7968750000,  4372604.0000000000,0.500000000000,         0,         0
        29,       540,1,         7,        66,   220257.7968750000,  4372604.0000000000,       619,1,         8,        66,   220257.7968750000,  4372514.0000000000,0.500000000000,         0,         0
        30,       540,1,         7,        66,   220257.7968750000,  4372604.0000000000,       539,1,         7,        65,   220167.7968750000,  4372604.0000000000,0.500000000000,         0,         0
        31,       605,1,         8,        52,   218997.7968750000,  4372514.0000000000,       526,1,         7,        52,   218997.7968750000,  4372604.0000000000,0.333333343267,         0,         0
        32,       605,1,         8,        52,   218997.7968750000,  4372514.0000000000,       684,1,         9,        52,   218997.7968750000,  4372424.0000000000,0.333333343267,         0,         0
        33,       605,1,         8,        52,   218997.7968750000,  4372514.0000000000,       606,1,         8,        53,   219087.7968750000,  4372514.0000000000,0.333333343267,         0,         0
        34,       606,1,         8,        53,   219087.7968750000,  4372514.0000000000,       527,1,         7,        53,   219087.7968750000,  4372604.0000000000,0.333333343267,         0,         0
        35,       606,1,         8,        53,   219087.7968750000,  4372514.0000000000,       685,1,         9,        53,   219087.7968750000,  4372424.0000000000,0.333333343267,         0,         0
        36,       606,1,         8,        53,   219087.7968750000,  4372514.0000000000,       607,1,         8,        54,   219177.7968750000,  4372514.0000000000,0.333333343267,         0,         0
        37,       607,1,         8,        54,   219177.7968750000,  4372514.0000000000,       528,1,         7,        54,   219177.7968750000,  4372604.0000000000,0.333333343267,         0,         0
        38,       607,1,         8,        54,   219177.7968750000,  4372514.0000000000,       686,1,         9,        54,   219177.7968750000,  4372424.0000000000,0.333333343267,         0,         0
        39,       607,1,         8,        54,   219177.7968750000,  4372514.0000000000,       608,1,         8,        55,   219267.7968750000,  4372514.0000000000,0.333333343267,         0,         0
        40,       614,1,         8,        61,   219807.7968750000,  4372514.0000000000,       693,1,         9,        61,   219807.7968750000,  4372424.0000000000,0.333333343267,         0,         0
        41,       614,1,         8,        61,   219807.7968750000,  4372514.0000000000,       613,1,         8,        60,   219717.7968750000,  4372514.0000000000,0.333333343267,         0,         0
        42,       614,1,         8,        61,   219807.7968750000,  4372514.0000000000,       615,1,         8,        62,   219897.7968750000,  4372514.0000000000,0.333333343267,         0,         0
        43,       615,1,         8,        62,   219897.7968750000,  4372514.0000000000,       536,1,         7,        62,   219897.7968750000,  4372604.0000000000,0.500000000000,         0,         0
        44,       615,1,         8,        62,   219897.7968750000,  4372514.0000000000,       616,1,         8,        63,   219987.7968750000,  4372514.0000000000,0.500000000000,         0,         0
        45,       616,1,         8,        63,   219987.7968750000,  4372514.0000000000,       537,1,         7,        63,   219987.7968750000,  4372604.0000000000,0.500000000000,         0,         0
        46,       616,1,         8,        63,   219987.7968750000,  4372514.0000000000,       617,1,         8,        64,   220077.7968750000,  4372514.0000000000,0.500000000000,         0,         0
        47,       619,1,         8,        66,   220257.7968750000,  4372514.0000000000,       698,1,         9,        66,   220257.7968750000,  4372424.0000000000,0.500000000000,         0,         0
        48,       619,1,         8,        66,   220257.7968750000,  4372514.0000000000,       618,1,         8,        65,   220167.7968750000,  4372514.0000000000,0.500000000000,         0,         0
        49,       621,1,         8,        68,   220437.7968750000,  4372514.0000000000,       700,1,         9,        68,   220437.7968750000,  4372424.0000000000,0.500000000000,         0,         0
        50,       621,1,         8,        68,   220437.7968750000,  4372514.0000000000,       620,1,         8,        67,   220347.7968750000,  4372514.0000000000,0.500000000000,         0,         0
        51,       683,1,         9,        51,   218907.7968750000,  4372424.0000000000,       762,1,        10,        51,   218907.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        52,       683,1,         9,        51,   218907.7968750000,  4372424.0000000000,       684,1,         9,        52,   218997.7968750000,  4372424.0000000000,0.500000000000,         0,         0
        53,       684,1,         9,        52,   218997.7968750000,  4372424.0000000000,       763,1,        10,        52,   218997.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        54,       684,1,         9,        52,   218997.7968750000,  4372424.0000000000,       685,1,         9,        53,   219087.7968750000,  4372424.0000000000,0.500000000000,         0,         0
        55,       685,1,         9,        53,   219087.7968750000,  4372424.0000000000,       764,1,        10,        53,   219087.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        56,       685,1,         9,        53,   219087.7968750000,  4372424.0000000000,       686,1,         9,        54,   219177.7968750000,  4372424.0000000000,0.500000000000,         0,         0
        57,       686,1,         9,        54,   219177.7968750000,  4372424.0000000000,       765,1,        10,        54,   219177.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        58,       686,1,         9,        54,   219177.7968750000,  4372424.0000000000,       687,1,         9,        55,   219267.7968750000,  4372424.0000000000,0.500000000000,         0,         0
        59,       687,1,         9,        55,   219267.7968750000,  4372424.0000000000,       608,1,         8,        55,   219267.7968750000,  4372514.0000000000,0.333333343267,         0,         0
        60,       687,1,         9,        55,   219267.7968750000,  4372424.0000000000,       766,1,        10,        55,   219267.7968750000,  4372334.0000000000,0.333333343267,         0,         0
        61,       687,1,         9,        55,   219267.7968750000,  4372424.0000000000,       688,1,         9,        56,   219357.7968750000,  4372424.0000000000,0.333333343267,         0,         0
        62,       693,1,         9,        61,   219807.7968750000,  4372424.0000000000,       772,1,        10,        61,   219807.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        63,       693,1,         9,        61,   219807.7968750000,  4372424.0000000000,       692,1,         9,        60,   219717.7968750000,  4372424.0000000000,0.500000000000,         0,         0
        64,       694,1,         9,        62,   219897.7968750000,  4372424.0000000000,       773,1,        10,        62,   219897.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        65,       694,1,         9,        62,   219897.7968750000,  4372424.0000000000,       695,1,         9,        63,   219987.7968750000,  4372424.0000000000,0.500000000000,         0,         0
        66,       695,1,         9,        63,   219987.7968750000,  4372424.0000000000,       774,1,        10,        63,   219987.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        67,       695,1,         9,        63,   219987.7968750000,  4372424.0000000000,       696,1,         9,        64,   220077.7968750000,  4372424.0000000000,0.500000000000,         0,         0
        68,       762,1,        10,        51,   218907.7968750000,  4372334.0000000000,       841,1,        11,        51,   218907.7968750000,  4372244.0000000000,0.333333343267,         0,         0
        69,       762,1,        10,        51,   218907.7968750000,  4372334.0000000000,       761,1,        10,        50,   218817.7968750000,  4372334.0000000000,0.333333343267,         0,         0
        70,       762,1,        10,        51,   218907.7968750000,  4372334.0000000000,       763,1,        10,        52,   218997.7968750000,  4372334.0000000000,0.333333343267,         0,         0
        71,       763,1,        10,        52,   218997.7968750000,  4372334.0000000000,       842,1,        11,        52,   218997.7968750000,  4372244.0000000000,0.500000000000,         0,         0
        72,       763,1,        10,        52,   218997.7968750000,  4372334.0000000000,       764,1,        10,        53,   219087.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        73,       764,1,        10,        53,   219087.7968750000,  4372334.0000000000,       843,1,        11,        53,   219087.7968750000,  4372244.0000000000,0.500000000000,         0,         0
        74,       764,1,        10,        53,   219087.7968750000,  4372334.0000000000,       765,1,        10,        54,   219177.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        75,       765,1,        10,        54,   219177.7968750000,  4372334.0000000000,       766,1,        10,        55,   219267.7968750000,  4372334.0000000000,1.000000000000,         0,         0
        76,       773,1,        10,        62,   219897.7968750000,  4372334.0000000000,       852,1,        11,        62,   219897.7968750000,  4372244.0000000000,0.333333343267,         0,         0
        77,       773,1,        10,        62,   219897.7968750000,  4372334.0000000000,       772,1,        10,        61,   219807.7968750000,  4372334.0000000000,0.333333343267,         0,         0
        78,       773,1,        10,        62,   219897.7968750000,  4372334.0000000000,       774,1,        10,        63,   219987.7968750000,  4372334.0000000000,0.333333343267,         0,         0
        79,       774,1,        10,        63,   219987.7968750000,  4372334.0000000000,       853,1,        11,        63,   219987.7968750000,  4372244.0000000000,0.500000000000,         0,         0
        80,       774,1,        10,        63,   219987.7968750000,  4372334.0000000000,       775,1,        10,        64,   220077.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        81,       775,1,        10,        64,   220077.7968750000,  4372334.0000000000,       854,1,        11,        64,   220077.7968750000,  4372244.0000000000,0.500000000000,         0,         0
        82,       775,1,        10,        64,   220077.7968750000,  4372334.0000000000,       776,1,        10,        65,   220167.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        83,       776,1,        10,        65,   220167.7968750000,  4372334.0000000000,       697,1,         9,        65,   220167.7968750000,  4372424.0000000000,0.333333343267,         0,         0
        84,       776,1,        10,        65,   220167.7968750000,  4372334.0000000000,       855,1,        11,        65,   220167.7968750000,  4372244.0000000000,0.333333343267,         0,         0
        85,       776,1,        10,        65,   220167.7968750000,  4372334.0000000000,       777,1,        10,        66,   220257.7968750000,  4372334.0000000000,0.333333343267,         0,         0
        86,       781,1,        10,        70,   220617.7968750000,  4372334.0000000000,       860,1,        11,        70,   220617.7968750000,  4372244.0000000000,0.500000000000,         0,         0
        87,       781,1,        10,        70,   220617.7968750000,  4372334.0000000000,       780,1,        10,        69,   220527.7968750000,  4372334.0000000000,0.500000000000,         0,         0
        88,       853,1,        11,        63,   219987.7968750000,  4372244.0000000000,       932,1,        12,        63,   219987.7968750000,  4372154.0000000000,0.333333343267,         0,         0
        89,       853,1,        11,        63,   219987.7968750000,  4372244.0000000000,       852,1,        11,        62,   219897.7968750000,  4372244.0000000000,0.333333343267,         0,         0
        90,       853,1,        11,        63,   219987.7968750000,  4372244.0000000000,       854,1,        11,        64,   220077.7968750000,  4372244.0000000000,0.333333343267,         0,         0
        91,       854,1,        11,        64,   220077.7968750000,  4372244.0000000000,       933,1,        12,        64,   220077.7968750000,  4372154.0000000000,0.500000000000,         0,         0
        92,       854,1,        11,        64,   220077.7968750000,  4372244.0000000000,       855,1,        11,        65,   220167.7968750000,  4372244.0000000000,0.500000000000,         0,         0
        93,       855,1,        11,        65,   220167.7968750000,  4372244.0000000000,       934,1,        12,        65,   220167.7968750000,  4372154.0000000000,0.500000000000,         0,         0
        94,       855,1,        11,        65,   220167.7968750000,  4372244.0000000000,       856,1,        11,        66,   220257.7968750000,  4372244.0000000000,0.500000000000,         0,         0
        95,       861,1,        11,        71,   220707.7968750000,  4372244.0000000000,       940,1,        12,        71,   220707.7968750000,  4372154.0000000000,0.500000000000,         0,         0
        96,       861,1,        11,        71,   220707.7968750000,  4372244.0000000000,       860,1,        11,        70,   220617.7968750000,  4372244.0000000000,0.500000000000,         0,         0
        97,       911,1,        12,        42,   218097.7968750000,  4372154.0000000000,       990,1,        13,        42,   218097.7968750000,  4372064.0000000000,0.500000000000,         0,         0
        98,       911,1,        12,        42,   218097.7968750000,  4372154.0000000000,       912,1,        12,        43,   218187.7968750000,  4372154.0000000000,0.500000000000,         0,         0
        99,       912,1,        12,        43,   218187.7968750000,  4372154.0000000000,       991,1,        13,        43,   218187.7968750000,  4372064.0000000000,1.000000000000,         0,         0
       100,       932,1,        12,        63,   219987.7968750000,  4372154.0000000000,      1011,1,        13,        63,   219987.7968750000,  4372064.0000000000,0.333333343267,         0,         0
       101,       932,1,        12,        63,   219987.7968750000,  4372154.0000000000,       931,1,        12,        62,   219897.7968750000,  4372154.0000000000,0.333333343267,         0,         0
       102,       932,1,        12,        63,   219987.7968750000,  4372154.0000000000,       933,1,        12,        64,   220077.7968750000,  4372154.0000000000,0.333333343267,         0,         0
       103,       933,1,        12,        64,   220077.7968750000,  4372154.0000000000,      1012,1,        13,        64,   220077.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       104,       933,1,        12,        64,   220077.7968750000,  4372154.0000000000,       934,1,        12,        65,   220167.7968750000,  4372154.0000000000,0.500000000000,         0,         0
       105,       934,1,        12,        65,   220167.7968750000,  4372154.0000000000,      1013,1,        13,        65,   220167.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       106,       934,1,        12,        65,   220167.7968750000,  4372154.0000000000,       935,1,        12,        66,   220257.7968750000,  4372154.0000000000,0.500000000000,         0,         0
       107,       940,1,        12,        71,   220707.7968750000,  4372154.0000000000,      1019,1,        13,        71,   220707.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       108,       940,1,        12,        71,   220707.7968750000,  4372154.0000000000,       939,1,        12,        70,   220617.7968750000,  4372154.0000000000,0.500000000000,         0,         0
       109,       987,1,        13,        39,   217827.7968750000,  4372064.0000000000,       988,1,        13,        40,   217917.7968750000,  4372064.0000000000,1.000000000000,         0,         0
       110,       988,1,        13,        40,   217917.7968750000,  4372064.0000000000,      1067,1,        14,        40,   217917.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       111,       988,1,        13,        40,   217917.7968750000,  4372064.0000000000,       989,1,        13,        41,   218007.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       112,       989,1,        13,        41,   218007.7968750000,  4372064.0000000000,      1068,1,        14,        41,   218007.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       113,       989,1,        13,        41,   218007.7968750000,  4372064.0000000000,       990,1,        13,        42,   218097.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       114,       990,1,        13,        42,   218097.7968750000,  4372064.0000000000,      1069,1,        14,        42,   218097.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       115,       990,1,        13,        42,   218097.7968750000,  4372064.0000000000,       991,1,        13,        43,   218187.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       116,       991,1,        13,        43,   218187.7968750000,  4372064.0000000000,      1070,1,        14,        43,   218187.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       117,       991,1,        13,        43,   218187.7968750000,  4372064.0000000000,       992,1,        13,        44,   218277.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       118,       992,1,        13,        44,   218277.7968750000,  4372064.0000000000,      1071,1,        14,        44,   218277.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       119,       992,1,        13,        44,   218277.7968750000,  4372064.0000000000,       993,1,        13,        45,   218367.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       120,       993,1,        13,        45,   218367.7968750000,  4372064.0000000000,      1072,1,        14,        45,   218367.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       121,       993,1,        13,        45,   218367.7968750000,  4372064.0000000000,       994,1,        13,        46,   218457.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       122,       994,1,        13,        46,   218457.7968750000,  4372064.0000000000,      1073,1,        14,        46,   218457.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       123,       994,1,        13,        46,   218457.7968750000,  4372064.0000000000,       995,1,        13,        47,   218547.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       124,       995,1,        13,        47,   218547.7968750000,  4372064.0000000000,      1074,1,        14,        47,   218547.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       125,       995,1,        13,        47,   218547.7968750000,  4372064.0000000000,       996,1,        13,        48,   218637.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       126,       996,1,        13,        48,   218637.7968750000,  4372064.0000000000,       917,1,        12,        48,   218637.7968750000,  4372154.0000000000,0.333333343267,         0,         0
       127,       996,1,        13,        48,   218637.7968750000,  4372064.0000000000,      1075,1,        14,        48,   218637.7968750000,  4371974.0000000000,0.333333343267,         0,         0
       128,       996,1,        13,        48,   218637.7968750000,  4372064.0000000000,       997,1,        13,        49,   218727.7968750000,  4372064.0000000000,0.333333343267,         0,         0
       129,      1011,1,        13,        63,   219987.7968750000,  4372064.0000000000,      1090,1,        14,        63,   219987.7968750000,  4371974.0000000000,0.333333343267,         0,         0
       130,      1011,1,        13,        63,   219987.7968750000,  4372064.0000000000,      1010,1,        13,        62,   219897.7968750000,  4372064.0000000000,0.333333343267,         0,         0
       131,      1011,1,        13,        63,   219987.7968750000,  4372064.0000000000,      1012,1,        13,        64,   220077.7968750000,  4372064.0000000000,0.333333343267,         0,         0
       132,      1012,1,        13,        64,   220077.7968750000,  4372064.0000000000,      1091,1,        14,        64,   220077.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       133,      1012,1,        13,        64,   220077.7968750000,  4372064.0000000000,      1013,1,        13,        65,   220167.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       134,      1013,1,        13,        65,   220167.7968750000,  4372064.0000000000,      1092,1,        14,        65,   220167.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       135,      1013,1,        13,        65,   220167.7968750000,  4372064.0000000000,      1014,1,        13,        66,   220257.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       136,      1020,1,        13,        72,   220797.7968750000,  4372064.0000000000,      1099,1,        14,        72,   220797.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       137,      1020,1,        13,        72,   220797.7968750000,  4372064.0000000000,      1019,1,        13,        71,   220707.7968750000,  4372064.0000000000,0.500000000000,         0,         0
       138,      1066,1,        14,        39,   217827.7968750000,  4371974.0000000000,      1145,1,        15,        39,   217827.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       139,      1066,1,        14,        39,   217827.7968750000,  4371974.0000000000,      1067,1,        14,        40,   217917.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       140,      1067,1,        14,        40,   217917.7968750000,  4371974.0000000000,      1068,1,        14,        41,   218007.7968750000,  4371974.0000000000,1.000000000000,         0,         0
       141,      1068,1,        14,        41,   218007.7968750000,  4371974.0000000000,      1147,1,        15,        41,   218007.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       142,      1068,1,        14,        41,   218007.7968750000,  4371974.0000000000,      1069,1,        14,        42,   218097.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       143,      1069,1,        14,        42,   218097.7968750000,  4371974.0000000000,      1148,1,        15,        42,   218097.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       144,      1069,1,        14,        42,   218097.7968750000,  4371974.0000000000,      1070,1,        14,        43,   218187.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       145,      1070,1,        14,        43,   218187.7968750000,  4371974.0000000000,      1149,1,        15,        43,   218187.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       146,      1070,1,        14,        43,   218187.7968750000,  4371974.0000000000,      1071,1,        14,        44,   218277.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       147,      1071,1,        14,        44,   218277.7968750000,  4371974.0000000000,      1150,1,        15,        44,   218277.7968750000,  4371884.0000000000,1.000000000000,         0,         0
       148,      1073,1,        14,        46,   218457.7968750000,  4371974.0000000000,      1152,1,        15,        46,   218457.7968750000,  4371884.0000000000,0.333333343267,         0,         0
       149,      1073,1,        14,        46,   218457.7968750000,  4371974.0000000000,      1072,1,        14,        45,   218367.7968750000,  4371974.0000000000,0.333333343267,         0,         0
       150,      1073,1,        14,        46,   218457.7968750000,  4371974.0000000000,      1074,1,        14,        47,   218547.7968750000,  4371974.0000000000,0.333333343267,         0,         0
       151,      1074,1,        14,        47,   218547.7968750000,  4371974.0000000000,      1153,1,        15,        47,   218547.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       152,      1074,1,        14,        47,   218547.7968750000,  4371974.0000000000,      1075,1,        14,        48,   218637.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       153,      1075,1,        14,        48,   218637.7968750000,  4371974.0000000000,      1154,1,        15,        48,   218637.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       154,      1075,1,        14,        48,   218637.7968750000,  4371974.0000000000,      1076,1,        14,        49,   218727.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       155,      1090,1,        14,        63,   219987.7968750000,  4371974.0000000000,      1169,1,        15,        63,   219987.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       156,      1090,1,        14,        63,   219987.7968750000,  4371974.0000000000,      1089,1,        14,        62,   219897.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       157,      1091,1,        14,        64,   220077.7968750000,  4371974.0000000000,      1170,1,        15,        64,   220077.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       158,      1091,1,        14,        64,   220077.7968750000,  4371974.0000000000,      1092,1,        14,        65,   220167.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       159,      1092,1,        14,        65,   220167.7968750000,  4371974.0000000000,      1171,1,        15,        65,   220167.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       160,      1092,1,        14,        65,   220167.7968750000,  4371974.0000000000,      1093,1,        14,        66,   220257.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       161,      1099,1,        14,        72,   220797.7968750000,  4371974.0000000000,      1178,1,        15,        72,   220797.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       162,      1099,1,        14,        72,   220797.7968750000,  4371974.0000000000,      1098,1,        14,        71,   220707.7968750000,  4371974.0000000000,0.500000000000,         0,         0
       163,      1100,1,        14,        73,   220887.7968750000,  4371974.0000000000,      1179,1,        15,        73,   220887.7968750000,  4371884.0000000000,1.000000000000,         0,         0
       164,      1144,1,        15,        38,   217737.7968750000,  4371884.0000000000,      1223,1,        16,        38,   217737.7968750000,  4371794.0000000000,0.500000000000,         0,         0
       165,      1144,1,        15,        38,   217737.7968750000,  4371884.0000000000,      1145,1,        15,        39,   217827.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       166,      1145,1,        15,        39,   217827.7968750000,  4371884.0000000000,      1146,1,        15,        40,   217917.7968750000,  4371884.0000000000,1.000000000000,         0,         0
       167,      1146,1,        15,        40,   217917.7968750000,  4371884.0000000000,      1225,1,        16,        40,   217917.7968750000,  4371794.0000000000,0.500000000000,         0,         0
       168,      1146,1,        15,        40,   217917.7968750000,  4371884.0000000000,      1147,1,        15,        41,   218007.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       169,      1147,1,        15,        41,   218007.7968750000,  4371884.0000000000,      1226,1,        16,        41,   218007.7968750000,  4371794.0000000000,0.500000000000,         0,         0
       170,      1147,1,        15,        41,   218007.7968750000,  4371884.0000000000,      1148,1,        15,        42,   218097.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       171,      1153,1,        15,        47,   218547.7968750000,  4371884.0000000000,      1232,1,        16,        47,   218547.7968750000,  4371794.0000000000,0.333333343267,         0,         0
       172,      1153,1,        15,        47,   218547.7968750000,  4371884.0000000000,      1152,1,        15,        46,   218457.7968750000,  4371884.0000000000,0.333333343267,         0,         0
       173,      1153,1,        15,        47,   218547.7968750000,  4371884.0000000000,      1154,1,        15,        48,   218637.7968750000,  4371884.0000000000,0.333333343267,         0,         0
       174,      1154,1,        15,        48,   218637.7968750000,  4371884.0000000000,      1233,1,        16,        48,   218637.7968750000,  4371794.0000000000,0.500000000000,         0,         0
       175,      1154,1,        15,        48,   218637.7968750000,  4371884.0000000000,      1155,1,        15,        49,   218727.7968750000,  4371884.0000000000,0.500000000000,         0,         0
       176,      1169,1,        15,        63,   219987.7968750000,  4371884.0000000000,      1248,1,        16,        63,   219987.7968750000,  4371794.0000000000,0.333333343267,         0,         0
       177,      1169,1,        15,        63,   219987.7968750000,  4371884.0000000000,      1168,1,        15,        62,   219897.7968750000,  4371884.0000000000,0.333333343267,         0,         0
       178,      1169,1,        15,        63,   219987.7968750000,  4371884.0000000000,      1170,1,        15,        64,   220077.7968750000,  4371884.0000000000,0.333333343267,         0,         0
